Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs]  8 threads:      138609 ops,  138509 (avg:  138509) ops/sec, 12.48MB/sec (avg: 12.48MB/sec),  2.88 (avg:  2.88) msec latency
[RUN #1 1%,   2 secs]  8 threads:      273506 ops,  134834 (avg:  136672) ops/sec, 12.15MB/sec (avg: 12.31MB/sec),  2.96 (avg:  2.92) msec latency
[RUN #1 1%,   3 secs]  8 threads:      386766 ops,  113233 (avg:  128861) ops/sec, 10.20MB/sec (avg: 11.61MB/sec),  3.53 (avg:  3.10) msec latency
[RUN #1 1%,   4 secs]  8 threads:      504344 ops,  117519 (avg:  126025) ops/sec, 10.59MB/sec (avg: 11.35MB/sec),  3.40 (avg:  3.17) msec latency
[RUN #1 1%,   5 secs]  8 threads:      623751 ops,  119365 (avg:  124693) ops/sec, 10.75MB/sec (avg: 11.23MB/sec),  3.35 (avg:  3.20) msec latency
[RUN #1 1%,   6 secs]  8 threads:      741752 ops,  117953 (avg:  123570) ops/sec, 10.63MB/sec (avg: 11.13MB/sec),  3.39 (avg:  3.23) msec latency
[RUN #1 2%,   7 secs]  8 threads:      863124 ops,  121342 (avg:  123252) ops/sec, 10.93MB/sec (avg: 11.10MB/sec),  3.29 (avg:  3.24) msec latency
[RUN #1 2%,   8 secs]  8 threads:      984542 ops,  121392 (avg:  123019) ops/sec, 10.94MB/sec (avg: 11.08MB/sec),  3.29 (avg:  3.25) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1125584 ops,  141013 (avg:  125018) ops/sec, 12.70MB/sec (avg: 11.26MB/sec),  2.83 (avg:  3.19) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1280979 ops,  155363 (avg:  128052) ops/sec, 14.00MB/sec (avg: 11.54MB/sec),  2.57 (avg:  3.12) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1442156 ops,  161142 (avg:  131060) ops/sec, 14.52MB/sec (avg: 11.81MB/sec),  2.47 (avg:  3.05) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1596725 ops,  154532 (avg:  133016) ops/sec, 13.92MB/sec (avg: 11.98MB/sec),  2.59 (avg:  3.00) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1752220 ops,  155461 (avg:  134742) ops/sec, 14.01MB/sec (avg: 12.14MB/sec),  2.57 (avg:  2.96) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1910065 ops,  157810 (avg:  136390) ops/sec, 14.22MB/sec (avg: 12.29MB/sec),  2.53 (avg:  2.93) msec latency
[RUN #1 4%,  15 secs]  8 threads:     2067560 ops,  157461 (avg:  137794) ops/sec, 14.19MB/sec (avg: 12.41MB/sec),  2.54 (avg:  2.90) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2224707 ops,  157107 (avg:  139001) ops/sec, 14.15MB/sec (avg: 12.52MB/sec),  2.54 (avg:  2.87) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2375550 ops,  150811 (avg:  139696) ops/sec, 13.59MB/sec (avg: 12.59MB/sec),  2.65 (avg:  2.86) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2480709 ops,  105136 (avg:  137776) ops/sec, 9.47MB/sec (avg: 12.41MB/sec),  3.80 (avg:  2.90) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2606853 ops,  126117 (avg:  137163) ops/sec, 11.36MB/sec (avg: 12.36MB/sec),  3.16 (avg:  2.91) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2733097 ops,  126212 (avg:  136615) ops/sec, 11.37MB/sec (avg: 12.31MB/sec),  3.17 (avg:  2.92) msec latency
[RUN #1 6%,  21 secs]  8 threads:     2857461 ops,  124334 (avg:  136030) ops/sec, 11.20MB/sec (avg: 12.25MB/sec),  3.21 (avg:  2.94) msec latency
[RUN #1 6%,  22 secs]  8 threads:     2972315 ops,  114831 (avg:  135067) ops/sec, 10.34MB/sec (avg: 12.17MB/sec),  3.48 (avg:  2.96) msec latency
[RUN #1 6%,  23 secs]  8 threads:     3082830 ops,  110493 (avg:  133998) ops/sec, 9.95MB/sec (avg: 12.07MB/sec),  3.61 (avg:  2.98) msec latency
