Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      121810 ops,  121828 (avg:  121828) ops/sec, 10.86MB/sec (avg: 10.86MB/sec),  3.28 (avg:  3.28) msec latency
[RUN #1 1%,   2 secs]  8 threads:      254220 ops,  132376 (avg:  127103) ops/sec, 11.80MB/sec (avg: 11.33MB/sec),  3.02 (avg:  3.14) msec latency
[RUN #1 1%,   3 secs]  8 threads:      370040 ops,  115791 (avg:  123332) ops/sec, 10.32MB/sec (avg: 10.99MB/sec),  3.45 (avg:  3.24) msec latency
[RUN #1 1%,   4 secs]  8 threads:      489870 ops,  119803 (avg:  122450) ops/sec, 10.68MB/sec (avg: 10.91MB/sec),  3.34 (avg:  3.26) msec latency
[RUN #1 1%,   5 secs]  8 threads:      616948 ops,  127051 (avg:  123370) ops/sec, 11.32MB/sec (avg: 11.00MB/sec),  3.14 (avg:  3.24) msec latency
[RUN #1 1%,   6 secs]  8 threads:      720749 ops,  103780 (avg:  120105) ops/sec, 9.25MB/sec (avg: 10.71MB/sec),  3.85 (avg:  3.32) msec latency
[RUN #1 2%,   7 secs]  8 threads:      827587 ops,  106815 (avg:  118206) ops/sec, 9.52MB/sec (avg: 10.54MB/sec),  3.74 (avg:  3.38) msec latency
[RUN #1 2%,   8 secs]  8 threads:      942260 ops,  114647 (avg:  117761) ops/sec, 10.22MB/sec (avg: 10.50MB/sec),  3.49 (avg:  3.39) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1058146 ops,  115860 (avg:  117550) ops/sec, 10.33MB/sec (avg: 10.48MB/sec),  3.45 (avg:  3.40) msec latency
[RUN #1 2%,  10 secs]  8 threads:     1193921 ops,  135747 (avg:  119370) ops/sec, 12.10MB/sec (avg: 10.64MB/sec),  2.94 (avg:  3.35) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1354779 ops,  160825 (avg:  123138) ops/sec, 14.34MB/sec (avg: 10.98MB/sec),  2.48 (avg:  3.24) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1512020 ops,  157210 (avg:  125978) ops/sec, 14.01MB/sec (avg: 11.23MB/sec),  2.54 (avg:  3.17) msec latency
[RUN #1 3%,  13 secs]  8 threads:     1671534 ops,  159479 (avg:  128555) ops/sec, 14.22MB/sec (avg: 11.46MB/sec),  2.50 (avg:  3.11) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1829692 ops,  158119 (avg:  130667) ops/sec, 14.09MB/sec (avg: 11.65MB/sec),  2.52 (avg:  3.06) msec latency
[RUN #1 4%,  15 secs]  8 threads:     1987085 ops,  157353 (avg:  132446) ops/sec, 14.03MB/sec (avg: 11.81MB/sec),  2.54 (avg:  3.02) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2117533 ops,  130420 (avg:  132319) ops/sec, 11.62MB/sec (avg: 11.79MB/sec),  3.06 (avg:  3.02) msec latency
[RUN #1 4%,  17 secs]  8 threads:     2241030 ops,  123470 (avg:  131799) ops/sec, 11.01MB/sec (avg: 11.75MB/sec),  3.23 (avg:  3.03) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2358707 ops,  117652 (avg:  131013) ops/sec, 10.49MB/sec (avg: 11.68MB/sec),  3.39 (avg:  3.05) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2478312 ops,  119578 (avg:  130411) ops/sec, 10.66MB/sec (avg: 11.62MB/sec),  3.34 (avg:  3.06) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2606831 ops,  128493 (avg:  130315) ops/sec, 11.45MB/sec (avg: 11.62MB/sec),  3.11 (avg:  3.06) msec latency
[RUN #1 5%,  21 secs]  8 threads:     2735114 ops,  128255 (avg:  130217) ops/sec, 11.43MB/sec (avg: 11.61MB/sec),  3.12 (avg:  3.07) msec latency
[RUN #1 6%,  22 secs]  8 threads:     2888321 ops,  153175 (avg:  131260) ops/sec, 13.65MB/sec (avg: 11.70MB/sec),  2.61 (avg:  3.04) msec latency
[RUN #1 6%,  23 secs]  8 threads:     3014620 ops,  126271 (avg:  131044) ops/sec, 11.26MB/sec (avg: 11.68MB/sec),  3.16 (avg:  3.05) msec latency
[RUN #1 6%,  24 secs]  8 threads:     3134508 ops,  119859 (avg:  130577) ops/sec, 10.68MB/sec (avg: 11.64MB/sec),  3.33 (avg:  3.06) msec latency
[RUN #1 7%,  25 secs]  8 threads:     3286810 ops,  152269 (avg:  131445) ops/sec, 13.57MB/sec (avg: 11.72MB/sec),  2.62 (avg:  3.04) msec latency
[RUN #1 7%,  26 secs]  8 threads:     3410476 ops,  123639 (avg:  131145) ops/sec, 11.02MB/sec (avg: 11.69MB/sec),  3.23 (avg:  3.04) msec latency
[RUN #1 7%,  27 secs]  8 threads:     3529518 ops,  119015 (avg:  130696) ops/sec, 10.61MB/sec (avg: 11.65MB/sec),  3.36 (avg:  3.06) msec latency
[RUN #1 7%,  28 secs]  8 threads:     3659613 ops,  130067 (avg:  130673) ops/sec, 11.59MB/sec (avg: 11.65MB/sec),  3.07 (avg:  3.06) msec latency
[RUN #1 8%,  29 secs]  8 threads:     3779365 ops,  119721 (avg:  130295) ops/sec, 10.67MB/sec (avg: 11.61MB/sec),  3.34 (avg:  3.06) msec latency
[RUN #1 8%,  30 secs]  8 threads:     3899160 ops,  119769 (avg:  129945) ops/sec, 10.68MB/sec (avg: 11.58MB/sec),  3.34 (avg:  3.07) msec latency
[RUN #1 8%,  31 secs]  8 threads:     4044950 ops,  145760 (avg:  130455) ops/sec, 12.99MB/sec (avg: 11.63MB/sec),  2.74 (avg:  3.06) msec latency
[RUN #1 8%,  32 secs]  8 threads:     4166518 ops,  121544 (avg:  130176) ops/sec, 10.83MB/sec (avg: 11.60MB/sec),  3.29 (avg:  3.07) msec latency
[RUN #1 9%,  33 secs]  8 threads:     4291266 ops,  124716 (avg:  130011) ops/sec, 11.12MB/sec (avg: 11.59MB/sec),  3.20 (avg:  3.07) msec latency
[RUN #1 9%,  34 secs]  8 threads:     4394421 ops,  103132 (avg:  129220) ops/sec, 9.19MB/sec (avg: 11.52MB/sec),  3.87 (avg:  3.09) msec latency
[RUN #1 9%,  35 secs]  8 threads:     4539429 ops,  144974 (avg:  129670) ops/sec, 12.92MB/sec (avg: 11.56MB/sec),  2.75 (avg:  3.08) msec latency
[RUN #1 9%,  36 secs]  8 threads:     4660454 ops,  120999 (avg:  129430) ops/sec, 10.79MB/sec (avg: 11.54MB/sec),  3.30 (avg:  3.09) msec latency
[RUN #1 10%,  37 secs]  8 threads:     4802889 ops,  142403 (avg:  129780) ops/sec, 12.69MB/sec (avg: 11.57MB/sec),  2.81 (avg:  3.08) msec latency
[RUN #1 10%,  38 secs]  8 threads:     4947740 ops,  144818 (avg:  130176) ops/sec, 12.91MB/sec (avg: 11.60MB/sec),  2.76 (avg:  3.07) msec latency
[RUN #1 10%,  39 secs]  8 threads:     5069683 ops,  121916 (avg:  129964) ops/sec, 10.87MB/sec (avg: 11.58MB/sec),  3.28 (avg:  3.07) msec latency
[RUN #1 10%,  40 secs]  8 threads:     5192882 ops,  123130 (avg:  129793) ops/sec, 10.98MB/sec (avg: 11.57MB/sec),  3.24 (avg:  3.08) msec latency
[RUN #1 11%,  41 secs]  8 threads:     5335514 ops,  142487 (avg:  130103) ops/sec, 12.70MB/sec (avg: 11.60MB/sec),  2.80 (avg:  3.07) msec latency
[RUN #1 11%,  42 secs]  8 threads:     5465803 ops,  130257 (avg:  130107) ops/sec, 11.61MB/sec (avg: 11.60MB/sec),  3.07 (avg:  3.07) msec latency
[RUN #1 11%,  43 secs]  8 threads:     5588070 ops,  122237 (avg:  129924) ops/sec, 10.90MB/sec (avg: 11.58MB/sec),  3.27 (avg:  3.07) msec latency
[RUN #1 11%,  44 secs]  8 threads:     5708597 ops,  120500 (avg:  129710) ops/sec, 10.74MB/sec (avg: 11.56MB/sec),  3.32 (avg:  3.08) msec latency
[RUN #1 12%,  45 secs]  8 threads:     5829733 ops,  121109 (avg:  129518) ops/sec, 10.80MB/sec (avg: 11.54MB/sec),  3.30 (avg:  3.08) msec latency
