Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      141302 ops,  141382 (avg:  141382) ops/sec, 13.72MB/sec (avg: 13.72MB/sec),  2.82 (avg:  2.82) msec latency
[RUN #1 1%,   1 secs]  8 threads:      258201 ops,  116871 (avg:  129121) ops/sec, 11.36MB/sec (avg: 12.54MB/sec),  3.42 (avg:  3.09) msec latency
[RUN #1 1%,   2 secs]  8 threads:      367039 ops,  108813 (avg:  122350) ops/sec, 10.58MB/sec (avg: 11.89MB/sec),  3.67 (avg:  3.26) msec latency
[RUN #1 1%,   4 secs]  8 threads:      502473 ops,  135403 (avg:  125614) ops/sec, 13.15MB/sec (avg: 12.20MB/sec),  2.95 (avg:  3.18) msec latency
[RUN #1 1%,   5 secs]  8 threads:      640721 ops,  138214 (avg:  128135) ops/sec, 13.43MB/sec (avg: 12.45MB/sec),  2.88 (avg:  3.11) msec latency
[RUN #1 2%,   6 secs]  8 threads:      758502 ops,  117751 (avg:  126404) ops/sec, 11.45MB/sec (avg: 12.28MB/sec),  3.40 (avg:  3.16) msec latency
[RUN #1 2%,   7 secs]  8 threads:      871213 ops,  112682 (avg:  124443) ops/sec, 10.95MB/sec (avg: 12.09MB/sec),  3.54 (avg:  3.21) msec latency
[RUN #1 2%,   8 secs]  8 threads:      973810 ops,  102573 (avg:  121709) ops/sec, 9.97MB/sec (avg: 11.83MB/sec),  3.89 (avg:  3.28) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1085272 ops,  111437 (avg:  120568) ops/sec, 10.84MB/sec (avg: 11.72MB/sec),  3.58 (avg:  3.31) msec latency
[RUN #1 2%,  10 secs]  8 threads:     1211360 ops,  126055 (avg:  121117) ops/sec, 12.25MB/sec (avg: 11.77MB/sec),  3.17 (avg:  3.30) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1336748 ops,  125357 (avg:  121502) ops/sec, 12.19MB/sec (avg: 11.81MB/sec),  3.18 (avg:  3.29) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1456700 ops,  119918 (avg:  121370) ops/sec, 11.66MB/sec (avg: 11.79MB/sec),  3.33 (avg:  3.29) msec latency
[RUN #1 3%,  13 secs]  8 threads:     1562833 ops,  106105 (avg:  120196) ops/sec, 10.31MB/sec (avg: 11.68MB/sec),  3.76 (avg:  3.32) msec latency
[RUN #1 3%,  14 secs]  8 threads:     1663186 ops,  100327 (avg:  118776) ops/sec, 9.75MB/sec (avg: 11.54MB/sec),  3.98 (avg:  3.36) msec latency
[RUN #1 4%,  15 secs]  8 threads:     1809505 ops,  146287 (avg:  120611) ops/sec, 14.22MB/sec (avg: 11.72MB/sec),  2.73 (avg:  3.31) msec latency
[RUN #1 4%,  16 secs]  8 threads:     1923122 ops,  113594 (avg:  120172) ops/sec, 11.05MB/sec (avg: 11.68MB/sec),  3.51 (avg:  3.32) msec latency
[RUN #1 4%,  17 secs]  8 threads:     2035414 ops,  112105 (avg:  119697) ops/sec, 10.89MB/sec (avg: 11.63MB/sec),  3.56 (avg:  3.33) msec latency
[RUN #1 4%,  18 secs]  8 threads:     2132476 ops,   97039 (avg:  118438) ops/sec, 9.43MB/sec (avg: 11.51MB/sec),  4.11 (avg:  3.37) msec latency
[RUN #1 4%,  19 secs]  8 threads:     2247714 ops,  115210 (avg:  118268) ops/sec, 11.20MB/sec (avg: 11.49MB/sec),  3.46 (avg:  3.38) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2370077 ops,  122334 (avg:  118472) ops/sec, 11.89MB/sec (avg: 11.51MB/sec),  3.26 (avg:  3.37) msec latency
[RUN #1 5%,  21 secs]  8 threads:     2484559 ops,  114457 (avg:  118280) ops/sec, 11.12MB/sec (avg: 11.50MB/sec),  3.49 (avg:  3.37) msec latency
[RUN #1 5%,  22 secs]  8 threads:     2601550 ops,  116967 (avg:  118221) ops/sec, 11.37MB/sec (avg: 11.49MB/sec),  3.42 (avg:  3.38) msec latency
[RUN #1 5%,  23 secs]  8 threads:     2705162 ops,  103590 (avg:  117585) ops/sec, 10.07MB/sec (avg: 11.43MB/sec),  3.85 (avg:  3.39) msec latency
[RUN #1 6%,  24 secs]  8 threads:     2814577 ops,  109391 (avg:  117243) ops/sec, 10.63MB/sec (avg: 11.40MB/sec),  3.65 (avg:  3.40) msec latency
[RUN #1 6%,  25 secs]  8 threads:     2953301 ops,  138692 (avg:  118101) ops/sec, 13.48MB/sec (avg: 11.48MB/sec),  2.88 (avg:  3.38) msec latency
[RUN #1 6%,  26 secs]  8 threads:     3079599 ops,  126271 (avg:  118415) ops/sec, 12.27MB/sec (avg: 11.51MB/sec),  3.16 (avg:  3.37) msec latency
[RUN #1 6%,  27 secs]  8 threads:     3192566 ops,  112943 (avg:  118213) ops/sec, 10.98MB/sec (avg: 11.49MB/sec),  3.53 (avg:  3.38) msec latency
[RUN #1 7%,  28 secs]  8 threads:     3310271 ops,  117678 (avg:  118194) ops/sec, 11.43MB/sec (avg: 11.49MB/sec),  3.40 (avg:  3.38) msec latency
[RUN #1 7%,  29 secs]  8 threads:     3410843 ops,  100549 (avg:  117585) ops/sec, 9.77MB/sec (avg: 11.43MB/sec),  3.97 (avg:  3.39) msec latency
[RUN #1 7%,  30 secs]  8 threads:     3548544 ops,  137666 (avg:  118255) ops/sec, 13.39MB/sec (avg: 11.49MB/sec),  2.90 (avg:  3.38) msec latency
[RUN #1 7%,  31 secs]  8 threads:     3662236 ops,  113669 (avg:  118107) ops/sec, 11.04MB/sec (avg: 11.48MB/sec),  3.51 (avg:  3.38) msec latency
[RUN #1 8%,  32 secs]  8 threads:     3773536 ops,  111278 (avg:  117893) ops/sec, 10.81MB/sec (avg: 11.46MB/sec),  3.58 (avg:  3.39) msec latency
[RUN #1 8%,  33 secs]  8 threads:     3876484 ops,  102927 (avg:  117440) ops/sec, 10.00MB/sec (avg: 11.41MB/sec),  3.87 (avg:  3.40) msec latency
[RUN #1 8%,  34 secs]  8 threads:     3952033 ops,   75532 (avg:  116207) ops/sec, 7.34MB/sec (avg: 11.29MB/sec),  5.30 (avg:  3.44) msec latency
[RUN #1 8%,  35 secs]  8 threads:     4086936 ops,  134871 (avg:  116740) ops/sec, 13.11MB/sec (avg: 11.35MB/sec),  2.95 (avg:  3.42) msec latency
[RUN #1 8%,  36 secs]  8 threads:     4204149 ops,  117186 (avg:  116753) ops/sec, 11.39MB/sec (avg: 11.35MB/sec),  3.41 (avg:  3.42) msec latency
[RUN #1 9%,  37 secs]  8 threads:     4316538 ops,  112366 (avg:  116634) ops/sec, 10.93MB/sec (avg: 11.34MB/sec),  3.55 (avg:  3.42) msec latency
