Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      139253 ops,  139292 (avg:  139292) ops/sec, 12.66MB/sec (avg: 12.66MB/sec),  2.87 (avg:  2.87) msec latency
[RUN #1 1%,   1 secs]  8 threads:      306393 ops,  167093 (avg:  153196) ops/sec, 15.18MB/sec (avg: 13.92MB/sec),  2.39 (avg:  2.61) msec latency
[RUN #1 1%,   3 secs]  8 threads:      462367 ops,  155937 (avg:  154110) ops/sec, 14.17MB/sec (avg: 14.00MB/sec),  2.56 (avg:  2.59) msec latency
[RUN #1 1%,   4 secs]  8 threads:      594457 ops,  132061 (avg:  148597) ops/sec, 12.00MB/sec (avg: 13.50MB/sec),  3.02 (avg:  2.69) msec latency
[RUN #1 1%,   5 secs]  8 threads:      746218 ops,  151727 (avg:  149223) ops/sec, 13.78MB/sec (avg: 13.56MB/sec),  2.63 (avg:  2.68) msec latency
[RUN #1 2%,   6 secs]  8 threads:      905468 ops,  159199 (avg:  150886) ops/sec, 14.47MB/sec (avg: 13.71MB/sec),  2.51 (avg:  2.65) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1038207 ops,  132712 (avg:  148290) ops/sec, 12.06MB/sec (avg: 13.47MB/sec),  3.01 (avg:  2.69) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1199266 ops,  161020 (avg:  149881) ops/sec, 14.63MB/sec (avg: 13.62MB/sec),  2.48 (avg:  2.66) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1364672 ops,  165325 (avg:  151598) ops/sec, 15.02MB/sec (avg: 13.77MB/sec),  2.41 (avg:  2.63) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1524970 ops,  160256 (avg:  152464) ops/sec, 14.56MB/sec (avg: 13.85MB/sec),  2.49 (avg:  2.62) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1691027 ops,  166014 (avg:  153695) ops/sec, 15.09MB/sec (avg: 13.97MB/sec),  2.41 (avg:  2.60) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1857602 ops,  166532 (avg:  154765) ops/sec, 15.13MB/sec (avg: 14.06MB/sec),  2.40 (avg:  2.58) msec latency
[RUN #1 4%,  13 secs]  8 threads:     2021822 ops,  164180 (avg:  155489) ops/sec, 14.92MB/sec (avg: 14.13MB/sec),  2.43 (avg:  2.57) msec latency
[RUN #1 4%,  14 secs]  8 threads:     2185555 ops,  163693 (avg:  156075) ops/sec, 14.87MB/sec (avg: 14.18MB/sec),  2.44 (avg:  2.56) msec latency
[RUN #1 5%,  15 secs]  8 threads:     2347345 ops,  161756 (avg:  156454) ops/sec, 14.70MB/sec (avg: 14.22MB/sec),  2.47 (avg:  2.55) msec latency
[RUN #1 5%,  16 secs]  8 threads:     2510452 ops,  163020 (avg:  156865) ops/sec, 14.82MB/sec (avg: 14.25MB/sec),  2.45 (avg:  2.55) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2675345 ops,  164858 (avg:  157335) ops/sec, 14.98MB/sec (avg: 14.30MB/sec),  2.42 (avg:  2.54) msec latency
[RUN #1 6%,  18 secs]  8 threads:     2828336 ops,  152958 (avg:  157092) ops/sec, 13.90MB/sec (avg: 14.27MB/sec),  2.61 (avg:  2.54) msec latency
[RUN #1 6%,  19 secs]  8 threads:     2972841 ops,  144473 (avg:  156428) ops/sec, 13.13MB/sec (avg: 14.21MB/sec),  2.76 (avg:  2.55) msec latency
[RUN #1 6%,  20 secs]  8 threads:     3132788 ops,  159912 (avg:  156602) ops/sec, 14.53MB/sec (avg: 14.23MB/sec),  2.49 (avg:  2.55) msec latency
[RUN #1 7%,  21 secs]  8 threads:     3296867 ops,  164040 (avg:  156956) ops/sec, 14.91MB/sec (avg: 14.26MB/sec),  2.44 (avg:  2.54) msec latency
[RUN #1 7%,  22 secs]  8 threads:     3445029 ops,  148130 (avg:  156555) ops/sec, 13.46MB/sec (avg: 14.23MB/sec),  2.69 (avg:  2.55) msec latency
[RUN #1 7%,  23 secs]  8 threads:     3576293 ops,  131236 (avg:  155454) ops/sec, 11.92MB/sec (avg: 14.12MB/sec),  3.04 (avg:  2.57) msec latency
[RUN #1 7%,  24 secs]  8 threads:     3706290 ops,  129969 (avg:  154392) ops/sec, 11.81MB/sec (avg: 14.03MB/sec),  3.07 (avg:  2.59) msec latency
[RUN #1 8%,  25 secs]  8 threads:     3839680 ops,  133361 (avg:  153551) ops/sec, 12.12MB/sec (avg: 13.95MB/sec),  2.99 (avg:  2.60) msec latency
[RUN #1 8%,  26 secs]  8 threads:     3972672 ops,  132960 (avg:  152759) ops/sec, 12.08MB/sec (avg: 13.88MB/sec),  3.00 (avg:  2.61) msec latency
[RUN #1 8%,  27 secs]  8 threads:     4103292 ops,  130584 (avg:  151938) ops/sec, 11.86MB/sec (avg: 13.81MB/sec),  3.06 (avg:  2.63) msec latency
[RUN #1 8%,  28 secs]  8 threads:     4231385 ops,  128064 (avg:  151085) ops/sec, 11.64MB/sec (avg: 13.73MB/sec),  3.12 (avg:  2.64) msec latency
[RUN #1 9%,  29 secs]  8 threads:     4362040 ops,  130627 (avg:  150380) ops/sec, 11.87MB/sec (avg: 13.66MB/sec),  3.06 (avg:  2.66) msec latency
