Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      125233 ops,  125262 (avg:  125262) ops/sec, 12.21MB/sec (avg: 12.21MB/sec),  3.18 (avg:  3.18) msec latency
[RUN #1 1%,   2 secs]  8 threads:      254344 ops,  129072 (avg:  127167) ops/sec, 12.59MB/sec (avg: 12.40MB/sec),  3.09 (avg:  3.14) msec latency
[RUN #1 1%,   3 secs]  8 threads:      373646 ops,  119275 (avg:  124536) ops/sec, 11.63MB/sec (avg: 12.14MB/sec),  3.35 (avg:  3.20) msec latency
[RUN #1 1%,   4 secs]  8 threads:      477729 ops,  104060 (avg:  119417) ops/sec, 10.15MB/sec (avg: 11.64MB/sec),  3.84 (avg:  3.34) msec latency
[RUN #1 1%,   5 secs]  8 threads:      585036 ops,  107282 (avg:  116989) ops/sec, 10.46MB/sec (avg: 11.41MB/sec),  3.72 (avg:  3.41) msec latency
[RUN #1 1%,   6 secs]  8 threads:      740865 ops,  155794 (avg:  123457) ops/sec, 15.19MB/sec (avg: 12.04MB/sec),  2.56 (avg:  3.23) msec latency
[RUN #1 2%,   7 secs]  8 threads:      864234 ops,  123342 (avg:  123441) ops/sec, 12.03MB/sec (avg: 12.03MB/sec),  3.23 (avg:  3.23) msec latency
[RUN #1 2%,   8 secs]  8 threads:      988135 ops,  123874 (avg:  123495) ops/sec, 12.08MB/sec (avg: 12.04MB/sec),  3.23 (avg:  3.23) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1095650 ops,  107489 (avg:  121716) ops/sec, 10.48MB/sec (avg: 11.87MB/sec),  3.71 (avg:  3.28) msec latency
[RUN #1 2%,  10 secs]  8 threads:     1207709 ops,  112031 (avg:  120748) ops/sec, 10.92MB/sec (avg: 11.77MB/sec),  3.56 (avg:  3.31) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1372922 ops,  165172 (avg:  124787) ops/sec, 16.10MB/sec (avg: 12.17MB/sec),  2.42 (avg:  3.20) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1509504 ops,  136551 (avg:  125767) ops/sec, 13.31MB/sec (avg: 12.26MB/sec),  2.92 (avg:  3.17) msec latency
[RUN #1 3%,  13 secs]  8 threads:     1624042 ops,  114511 (avg:  124901) ops/sec, 11.17MB/sec (avg: 12.18MB/sec),  3.49 (avg:  3.20) msec latency
[RUN #1 3%,  14 secs]  8 threads:     1725388 ops,  101321 (avg:  123217) ops/sec, 9.88MB/sec (avg: 12.01MB/sec),  3.94 (avg:  3.24) msec latency
[RUN #1 4%,  15 secs]  8 threads:     1841603 ops,  116187 (avg:  122748) ops/sec, 11.33MB/sec (avg: 11.97MB/sec),  3.44 (avg:  3.25) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2003901 ops,  162263 (avg:  125218) ops/sec, 15.82MB/sec (avg: 12.21MB/sec),  2.46 (avg:  3.19) msec latency
[RUN #1 4%,  17 secs]  8 threads:     2142259 ops,  138326 (avg:  125989) ops/sec, 13.49MB/sec (avg: 12.28MB/sec),  2.88 (avg:  3.17) msec latency
[RUN #1 4%,  18 secs]  8 threads:     2240423 ops,   98143 (avg:  124442) ops/sec, 9.57MB/sec (avg: 12.13MB/sec),  4.07 (avg:  3.21) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2346485 ops,  106037 (avg:  123473) ops/sec, 10.34MB/sec (avg: 12.04MB/sec),  3.76 (avg:  3.23) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2470943 ops,  124424 (avg:  123521) ops/sec, 12.13MB/sec (avg: 12.04MB/sec),  3.21 (avg:  3.23) msec latency
[RUN #1 5%,  21 secs]  8 threads:     2630449 ops,  159471 (avg:  125233) ops/sec, 15.55MB/sec (avg: 12.21MB/sec),  2.50 (avg:  3.19) msec latency
[RUN #1 6%,  22 secs]  8 threads:     2777684 ops,  147203 (avg:  126231) ops/sec, 14.35MB/sec (avg: 12.31MB/sec),  2.71 (avg:  3.16) msec latency
[RUN #1 6%,  23 secs]  8 threads:     2886585 ops,  108874 (avg:  125477) ops/sec, 10.62MB/sec (avg: 12.23MB/sec),  3.67 (avg:  3.18) msec latency
[RUN #1 6%,  24 secs]  8 threads:     2988123 ops,  101510 (avg:  124478) ops/sec, 9.90MB/sec (avg: 12.14MB/sec),  3.93 (avg:  3.21) msec latency
[RUN #1 6%,  25 secs]  8 threads:     3104406 ops,  116256 (avg:  124149) ops/sec, 11.34MB/sec (avg: 12.10MB/sec),  3.44 (avg:  3.22) msec latency
[RUN #1 6%,  26 secs]  8 threads:     3245341 ops,  140904 (avg:  124793) ops/sec, 13.74MB/sec (avg: 12.17MB/sec),  2.83 (avg:  3.20) msec latency
[RUN #1 7%,  27 secs]  8 threads:     3377316 ops,  131944 (avg:  125058) ops/sec, 12.87MB/sec (avg: 12.19MB/sec),  3.03 (avg:  3.19) msec latency
[RUN #1 7%,  28 secs]  8 threads:     3487259 ops,  109915 (avg:  124517) ops/sec, 10.72MB/sec (avg: 12.14MB/sec),  3.63 (avg:  3.21) msec latency
[RUN #1 7%,  29 secs]  8 threads:     3591648 ops,  104364 (avg:  123823) ops/sec, 10.18MB/sec (avg: 12.07MB/sec),  3.82 (avg:  3.22) msec latency
