Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs]  8 threads:      130844 ops,  130827 (avg:  130827) ops/sec, 11.76MB/sec (avg: 11.76MB/sec),  3.05 (avg:  3.05) msec latency
[RUN #1 1%,   2 secs]  8 threads:      269925 ops,  139002 (avg:  134915) ops/sec, 12.49MB/sec (avg: 12.13MB/sec),  2.87 (avg:  2.96) msec latency
[RUN #1 1%,   3 secs]  8 threads:      434076 ops,  164111 (avg:  144646) ops/sec, 14.75MB/sec (avg: 13.00MB/sec),  2.43 (avg:  2.76) msec latency
[RUN #1 1%,   4 secs]  8 threads:      570570 ops,  136463 (avg:  142601) ops/sec, 12.27MB/sec (avg: 12.82MB/sec),  2.93 (avg:  2.80) msec latency
[RUN #1 1%,   5 secs]  8 threads:      693339 ops,  122741 (avg:  138629) ops/sec, 11.04MB/sec (avg: 12.46MB/sec),  3.25 (avg:  2.88) msec latency
[RUN #1 2%,   6 secs]  8 threads:      821074 ops,  127707 (avg:  136809) ops/sec, 11.48MB/sec (avg: 12.30MB/sec),  3.13 (avg:  2.92) msec latency
[RUN #1 2%,   7 secs]  8 threads:      949178 ops,  128075 (avg:  135561) ops/sec, 11.51MB/sec (avg: 12.19MB/sec),  3.12 (avg:  2.95) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1072649 ops,  123443 (avg:  134047) ops/sec, 11.10MB/sec (avg: 12.05MB/sec),  3.24 (avg:  2.98) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1189200 ops,  116524 (avg:  132100) ops/sec, 10.48MB/sec (avg: 11.88MB/sec),  3.42 (avg:  3.02) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1305433 ops,  116208 (avg:  130511) ops/sec, 10.45MB/sec (avg: 11.73MB/sec),  3.44 (avg:  3.06) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1429402 ops,  123942 (avg:  129913) ops/sec, 11.14MB/sec (avg: 11.68MB/sec),  3.22 (avg:  3.07) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1550113 ops,  120682 (avg:  129144) ops/sec, 10.85MB/sec (avg: 11.61MB/sec),  3.31 (avg:  3.09) msec latency
[RUN #1 3%,  13 secs]  8 threads:     1671481 ops,  121342 (avg:  128544) ops/sec, 10.91MB/sec (avg: 11.56MB/sec),  3.29 (avg:  3.11) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1793816 ops,  122309 (avg:  128099) ops/sec, 11.00MB/sec (avg: 11.52MB/sec),  3.27 (avg:  3.12) msec latency
[RUN #1 4%,  15 secs]  8 threads:     1918156 ops,  124313 (avg:  127846) ops/sec, 11.18MB/sec (avg: 11.49MB/sec),  3.21 (avg:  3.12) msec latency
