Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      132754 ops,  135076 (avg:  135076) ops/sec, 12.30MB/sec (avg: 12.30MB/sec),  2.96 (avg:  2.96) msec latency
[RUN #1 1%,   1 secs]  8 threads:      278033 ops,  145220 (avg:  140193) ops/sec, 13.22MB/sec (avg: 12.76MB/sec),  2.75 (avg:  2.85) msec latency
[RUN #1 1%,   2 secs]  8 threads:      421476 ops,  143413 (avg:  141273) ops/sec, 13.06MB/sec (avg: 12.86MB/sec),  2.78 (avg:  2.83) msec latency
[RUN #1 1%,   3 secs]  8 threads:      564718 ops,  143203 (avg:  141757) ops/sec, 13.04MB/sec (avg: 12.91MB/sec),  2.79 (avg:  2.82) msec latency
[RUN #1 1%,   4 secs]  8 threads:      709008 ops,  144251 (avg:  142258) ops/sec, 13.13MB/sec (avg: 12.95MB/sec),  2.77 (avg:  2.81) msec latency
[RUN #1 2%,   5 secs]  8 threads:      856173 ops,  147127 (avg:  143072) ops/sec, 13.40MB/sec (avg: 13.03MB/sec),  2.71 (avg:  2.79) msec latency
[RUN #1 2%,   6 secs]  8 threads:     1012884 ops,  156672 (avg:  145019) ops/sec, 14.26MB/sec (avg: 13.20MB/sec),  2.55 (avg:  2.75) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1145519 ops,  132603 (avg:  143464) ops/sec, 12.07MB/sec (avg: 13.06MB/sec),  3.01 (avg:  2.78) msec latency
[RUN #1 3%,   8 secs]  8 threads:     1262141 ops,  116589 (avg:  140472) ops/sec, 10.61MB/sec (avg: 12.79MB/sec),  3.42 (avg:  2.84) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1375369 ops,  113199 (avg:  137740) ops/sec, 10.31MB/sec (avg: 12.54MB/sec),  3.53 (avg:  2.90) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1495419 ops,  120019 (avg:  136126) ops/sec, 10.93MB/sec (avg: 12.39MB/sec),  3.33 (avg:  2.93) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1618604 ops,  123155 (avg:  135044) ops/sec, 11.21MB/sec (avg: 12.29MB/sec),  3.24 (avg:  2.96) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1762775 ops,  144138 (avg:  135744) ops/sec, 13.12MB/sec (avg: 12.36MB/sec),  2.77 (avg:  2.94) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1906665 ops,  143853 (avg:  136324) ops/sec, 13.10MB/sec (avg: 12.41MB/sec),  2.78 (avg:  2.93) msec latency
[RUN #1 4%,  14 secs]  8 threads:     2050093 ops,  143393 (avg:  136796) ops/sec, 13.05MB/sec (avg: 12.45MB/sec),  2.78 (avg:  2.92) msec latency
