============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      155994 ops,  155999 (avg:  155999) ops/sec, 14.55MB/sec (avg: 14.55MB/sec),  2.56 (avg:  2.56) msec latency
[RUN #1 1%,   2 secs]  8 threads:      298487 ops,  142440 (avg:  149218) ops/sec, 13.28MB/sec (avg: 13.92MB/sec),  2.80 (avg:  2.68) msec latency
[RUN #1 1%,   3 secs]  8 threads:      444870 ops,  146333 (avg:  148256) ops/sec, 13.64MB/sec (avg: 13.82MB/sec),  2.73 (avg:  2.69) msec latency
[RUN #1 1%,   4 secs]  8 threads:      581532 ops,  136627 (avg:  145349) ops/sec, 12.74MB/sec (avg: 13.55MB/sec),  2.92 (avg:  2.75) msec latency
[RUN #1 1%,   5 secs]  8 threads:      731161 ops,  149593 (avg:  146198) ops/sec, 13.95MB/sec (avg: 13.63MB/sec),  2.67 (avg:  2.73) msec latency
[RUN #1 2%,   6 secs]  8 threads:      874025 ops,  142831 (avg:  145637) ops/sec, 13.32MB/sec (avg: 13.58MB/sec),  2.80 (avg:  2.74) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1007769 ops,  133714 (avg:  143933) ops/sec, 12.47MB/sec (avg: 13.42MB/sec),  2.99 (avg:  2.77) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1128727 ops,  120929 (avg:  141058) ops/sec, 11.28MB/sec (avg: 13.15MB/sec),  3.30 (avg:  2.83) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1248801 ops,  120046 (avg:  138723) ops/sec, 11.19MB/sec (avg: 12.94MB/sec),  3.33 (avg:  2.88) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1391864 ops,  143028 (avg:  139154) ops/sec, 13.34MB/sec (avg: 12.98MB/sec),  2.79 (avg:  2.87) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1535276 ops,  143379 (avg:  139538) ops/sec, 13.37MB/sec (avg: 13.01MB/sec),  2.78 (avg:  2.86) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1679052 ops,  143728 (avg:  139887) ops/sec, 13.40MB/sec (avg: 13.04MB/sec),  2.78 (avg:  2.85) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1781969 ops,  102891 (avg:  137041) ops/sec, 9.59MB/sec (avg: 12.78MB/sec),  3.88 (avg:  2.91) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1903053 ops,  121057 (avg:  135899) ops/sec, 11.29MB/sec (avg: 12.67MB/sec),  3.30 (avg:  2.94) msec latency
[RUN #1 4%,  15 secs]  8 threads:     2024898 ops,  121804 (avg:  134960) ops/sec, 11.36MB/sec (avg: 12.58MB/sec),  3.28 (avg:  2.96) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2128238 ops,  103315 (avg:  132982) ops/sec, 9.63MB/sec (avg: 12.40MB/sec),  3.86 (avg:  3.00) msec latency
[RUN #1 4%,  17 secs]  8 threads:     2221052 ops,   92794 (avg:  130618) ops/sec, 8.65MB/sec (avg: 12.18MB/sec),  4.31 (avg:  3.06) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2314989 ops,   93919 (avg:  128579) ops/sec, 8.76MB/sec (avg: 11.99MB/sec),  4.26 (avg:  3.11) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2442450 ops,  127436 (avg:  128519) ops/sec, 11.88MB/sec (avg: 11.98MB/sec),  3.13 (avg:  3.11) msec latency
