Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      159820 ops,  160146 (avg:  160146) ops/sec, 14.20MB/sec (avg: 14.20MB/sec),  2.49 (avg:  2.49) msec latency
[RUN #1 1%,   1 secs]  8 threads:      313886 ops,  153912 (avg:  157024) ops/sec, 13.65MB/sec (avg: 13.92MB/sec),  2.59 (avg:  2.54) msec latency
[RUN #1 1%,   2 secs]  8 threads:      463731 ops,  149807 (avg:  154617) ops/sec, 13.28MB/sec (avg: 13.71MB/sec),  2.66 (avg:  2.58) msec latency
[RUN #1 1%,   3 secs]  8 threads:      587696 ops,  123936 (avg:  146944) ops/sec, 10.99MB/sec (avg: 13.03MB/sec),  3.22 (avg:  2.72) msec latency
[RUN #1 1%,   4 secs]  8 threads:      714512 ops,  126784 (avg:  142911) ops/sec, 11.24MB/sec (avg: 12.67MB/sec),  3.15 (avg:  2.79) msec latency
[RUN #1 2%,   6 secs]  8 threads:      839457 ops,  124904 (avg:  139909) ops/sec, 11.07MB/sec (avg: 12.40MB/sec),  3.20 (avg:  2.85) msec latency
[RUN #1 2%,   7 secs]  8 threads:      966304 ops,  126818 (avg:  138038) ops/sec, 11.24MB/sec (avg: 12.24MB/sec),  3.15 (avg:  2.89) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1105583 ops,  139247 (avg:  138189) ops/sec, 12.35MB/sec (avg: 12.25MB/sec),  2.87 (avg:  2.89) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1261154 ops,  155532 (avg:  140117) ops/sec, 13.79MB/sec (avg: 12.42MB/sec),  2.57 (avg:  2.85) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1414157 ops,  152969 (avg:  141402) ops/sec, 13.56MB/sec (avg: 12.54MB/sec),  2.61 (avg:  2.82) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1575199 ops,  161005 (avg:  143184) ops/sec, 14.27MB/sec (avg: 12.69MB/sec),  2.48 (avg:  2.79) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1735270 ops,  160035 (avg:  144589) ops/sec, 14.19MB/sec (avg: 12.82MB/sec),  2.50 (avg:  2.76) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1892648 ops,  157339 (avg:  145570) ops/sec, 13.95MB/sec (avg: 12.91MB/sec),  2.54 (avg:  2.74) msec latency
[RUN #1 4%,  14 secs]  8 threads:     2049868 ops,  157188 (avg:  146400) ops/sec, 13.94MB/sec (avg: 12.98MB/sec),  2.54 (avg:  2.73) msec latency
[RUN #1 4%,  15 secs]  8 threads:     2191462 ops,  141564 (avg:  146077) ops/sec, 12.55MB/sec (avg: 12.95MB/sec),  2.82 (avg:  2.73) msec latency
[RUN #1 5%,  16 secs]  8 threads:     2338594 ops,  147102 (avg:  146141) ops/sec, 13.04MB/sec (avg: 12.96MB/sec),  2.72 (avg:  2.73) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2474702 ops,  136077 (avg:  145549) ops/sec, 12.06MB/sec (avg: 12.90MB/sec),  2.93 (avg:  2.74) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2592983 ops,  118254 (avg:  144033) ops/sec, 10.48MB/sec (avg: 12.77MB/sec),  3.38 (avg:  2.77) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2721835 ops,  128822 (avg:  143232) ops/sec, 11.42MB/sec (avg: 12.70MB/sec),  3.10 (avg:  2.79) msec latency
