Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs]  8 threads:      156236 ops,  156152 (avg:  156152) ops/sec, 13.89MB/sec (avg: 13.89MB/sec),  2.55 (avg:  2.55) msec latency
[RUN #1 1%,   2 secs]  8 threads:      310432 ops,  154157 (avg:  155155) ops/sec, 13.71MB/sec (avg: 13.80MB/sec),  2.59 (avg:  2.57) msec latency
[RUN #1 1%,   3 secs]  8 threads:      452410 ops,  141948 (avg:  150753) ops/sec, 12.63MB/sec (avg: 13.41MB/sec),  2.81 (avg:  2.65) msec latency
[RUN #1 1%,   4 secs]  8 threads:      611480 ops,  158017 (avg:  152578) ops/sec, 14.06MB/sec (avg: 13.57MB/sec),  2.51 (avg:  2.61) msec latency
[RUN #1 2%,   5 secs]  8 threads:      770413 ops,  158892 (avg:  153839) ops/sec, 14.14MB/sec (avg: 13.69MB/sec),  2.51 (avg:  2.59) msec latency
[RUN #1 2%,   6 secs]  8 threads:      917881 ops,  147436 (avg:  152773) ops/sec, 13.12MB/sec (avg: 13.59MB/sec),  2.71 (avg:  2.61) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1048594 ops,  130685 (avg:  149621) ops/sec, 11.63MB/sec (avg: 13.31MB/sec),  3.06 (avg:  2.67) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1178963 ops,  130338 (avg:  147212) ops/sec, 11.59MB/sec (avg: 13.10MB/sec),  3.07 (avg:  2.71) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1308701 ops,  129596 (avg:  145255) ops/sec, 11.53MB/sec (avg: 12.92MB/sec),  3.08 (avg:  2.75) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1429409 ops,  120679 (avg:  142799) ops/sec, 10.74MB/sec (avg: 12.70MB/sec),  3.31 (avg:  2.79) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1561895 ops,  132454 (avg:  141859) ops/sec, 11.78MB/sec (avg: 12.62MB/sec),  3.02 (avg:  2.81) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1689995 ops,  128072 (avg:  140711) ops/sec, 11.39MB/sec (avg: 12.52MB/sec),  3.12 (avg:  2.84) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1844414 ops,  154384 (avg:  141762) ops/sec, 13.73MB/sec (avg: 12.61MB/sec),  2.59 (avg:  2.82) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1973977 ops,  129532 (avg:  140889) ops/sec, 11.52MB/sec (avg: 12.53MB/sec),  3.08 (avg:  2.83) msec latency
[RUN #1 4%,  15 secs]  8 threads:     2102024 ops,  128018 (avg:  140031) ops/sec, 11.39MB/sec (avg: 12.46MB/sec),  3.12 (avg:  2.85) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2229498 ops,  127444 (avg:  139245) ops/sec, 11.34MB/sec (avg: 12.39MB/sec),  3.13 (avg:  2.87) msec latency
