Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      162803 ops,  162834 (avg:  162834) ops/sec, 14.48MB/sec (avg: 14.48MB/sec),  2.45 (avg:  2.45) msec latency
[RUN #1 1%,   2 secs]  8 threads:      323162 ops,  160298 (avg:  161566) ops/sec, 14.26MB/sec (avg: 14.37MB/sec),  2.49 (avg:  2.47) msec latency
[RUN #1 1%,   3 secs]  8 threads:      482747 ops,  159545 (avg:  160892) ops/sec, 14.19MB/sec (avg: 14.31MB/sec),  2.50 (avg:  2.48) msec latency
[RUN #1 1%,   4 secs]  8 threads:      642030 ops,  159247 (avg:  160481) ops/sec, 14.16MB/sec (avg: 14.28MB/sec),  2.51 (avg:  2.49) msec latency
[RUN #1 2%,   5 secs]  8 threads:      802640 ops,  160576 (avg:  160500) ops/sec, 14.29MB/sec (avg: 14.28MB/sec),  2.49 (avg:  2.49) msec latency
[RUN #1 2%,   6 secs]  8 threads:      959678 ops,  156987 (avg:  159914) ops/sec, 13.97MB/sec (avg: 14.23MB/sec),  2.54 (avg:  2.50) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1119759 ops,  160042 (avg:  159933) ops/sec, 14.24MB/sec (avg: 14.23MB/sec),  2.49 (avg:  2.50) msec latency
[RUN #1 3%,   8 secs]  8 threads:     1278579 ops,  158784 (avg:  159789) ops/sec, 14.12MB/sec (avg: 14.21MB/sec),  2.52 (avg:  2.50) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1437246 ops,  158598 (avg:  159657) ops/sec, 14.11MB/sec (avg: 14.20MB/sec),  2.52 (avg:  2.50) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1586623 ops,  149342 (avg:  158625) ops/sec, 13.28MB/sec (avg: 14.11MB/sec),  2.67 (avg:  2.52) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1745326 ops,  158666 (avg:  158629) ops/sec, 14.11MB/sec (avg: 14.11MB/sec),  2.52 (avg:  2.52) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1900700 ops,  155341 (avg:  158355) ops/sec, 13.82MB/sec (avg: 14.09MB/sec),  2.57 (avg:  2.52) msec latency
[RUN #1 4%,  13 secs]  8 threads:     2056140 ops,  155407 (avg:  158128) ops/sec, 13.82MB/sec (avg: 14.07MB/sec),  2.57 (avg:  2.52) msec latency
[RUN #1 4%,  14 secs]  8 threads:     2211752 ops,  155579 (avg:  157946) ops/sec, 13.84MB/sec (avg: 14.05MB/sec),  2.57 (avg:  2.53) msec latency
[RUN #1 5%,  15 secs]  8 threads:     2370095 ops,  158310 (avg:  157970) ops/sec, 14.08MB/sec (avg: 14.05MB/sec),  2.52 (avg:  2.53) msec latency
