Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      156139 ops,  156935 (avg:  156935) ops/sec, 15.79MB/sec (avg: 15.79MB/sec),  2.54 (avg:  2.54) msec latency
[RUN #1 1%,   1 secs]  8 threads:      308506 ops,  152331 (avg:  154627) ops/sec, 15.35MB/sec (avg: 15.57MB/sec),  2.62 (avg:  2.58) msec latency
[RUN #1 1%,   2 secs]  8 threads:      460826 ops,  152281 (avg:  153844) ops/sec, 15.34MB/sec (avg: 15.50MB/sec),  2.62 (avg:  2.59) msec latency
[RUN #1 1%,   3 secs]  8 threads:      616921 ops,  156056 (avg:  154398) ops/sec, 15.72MB/sec (avg: 15.55MB/sec),  2.56 (avg:  2.58) msec latency
[RUN #1 2%,   4 secs]  8 threads:      775088 ops,  158133 (avg:  155145) ops/sec, 15.93MB/sec (avg: 15.63MB/sec),  2.52 (avg:  2.57) msec latency
[RUN #1 2%,   5 secs]  8 threads:      921032 ops,  145911 (avg:  153605) ops/sec, 14.70MB/sec (avg: 15.47MB/sec),  2.73 (avg:  2.60) msec latency
[RUN #1 2%,   6 secs]  8 threads:     1072944 ops,  151877 (avg:  153358) ops/sec, 15.30MB/sec (avg: 15.45MB/sec),  2.63 (avg:  2.60) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1219275 ops,  146297 (avg:  152475) ops/sec, 14.74MB/sec (avg: 15.36MB/sec),  2.73 (avg:  2.62) msec latency
[RUN #1 3%,   8 secs]  8 threads:     1377609 ops,  158298 (avg:  153122) ops/sec, 15.95MB/sec (avg: 15.43MB/sec),  2.52 (avg:  2.61) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1528039 ops,  150397 (avg:  152849) ops/sec, 15.15MB/sec (avg: 15.40MB/sec),  2.65 (avg:  2.61) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1684273 ops,  156200 (avg:  153154) ops/sec, 15.74MB/sec (avg: 15.43MB/sec),  2.55 (avg:  2.61) msec latency
[RUN #1 4%,  11 secs]  8 threads:     1827550 ops,  143245 (avg:  152328) ops/sec, 14.44MB/sec (avg: 15.35MB/sec),  2.79 (avg:  2.62) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1974495 ops,  146914 (avg:  151911) ops/sec, 14.80MB/sec (avg: 15.30MB/sec),  2.72 (avg:  2.63) msec latency
[RUN #1 4%,  13 secs]  8 threads:     2122679 ops,  148148 (avg:  151642) ops/sec, 14.93MB/sec (avg: 15.28MB/sec),  2.69 (avg:  2.63) msec latency
[RUN #1 5%,  14 secs]  8 threads:     2282920 ops,  160203 (avg:  152213) ops/sec, 16.14MB/sec (avg: 15.34MB/sec),  2.49 (avg:  2.62) msec latency
[RUN #1 5%,  15 secs]  8 threads:     2449790 ops,  166832 (avg:  153127) ops/sec, 16.81MB/sec (avg: 15.43MB/sec),  2.40 (avg:  2.61) msec latency
[RUN #1 5%,  16 secs]  8 threads:     2606980 ops,  157157 (avg:  153364) ops/sec, 15.83MB/sec (avg: 15.45MB/sec),  2.54 (avg:  2.60) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2747744 ops,  140734 (avg:  152662) ops/sec, 14.19MB/sec (avg: 15.38MB/sec),  2.83 (avg:  2.61) msec latency
[RUN #1 6%,  18 secs]  8 threads:     2900171 ops,  152392 (avg:  152648) ops/sec, 15.36MB/sec (avg: 15.38MB/sec),  2.62 (avg:  2.61) msec latency
[RUN #1 6%,  19 secs]  8 threads:     3052390 ops,  152186 (avg:  152625) ops/sec, 15.34MB/sec (avg: 15.38MB/sec),  2.62 (avg:  2.61) msec latency
[RUN #1 6%,  20 secs]  8 threads:     3201512 ops,  149091 (avg:  152457) ops/sec, 15.02MB/sec (avg: 15.36MB/sec),  2.68 (avg:  2.62) msec latency
[RUN #1 7%,  21 secs]  8 threads:     3364606 ops,  163058 (avg:  152939) ops/sec, 16.44MB/sec (avg: 15.41MB/sec),  2.45 (avg:  2.61) msec latency
[RUN #1 7%,  22 secs]  8 threads:     3519567 ops,  154919 (avg:  153025) ops/sec, 15.62MB/sec (avg: 15.42MB/sec),  2.58 (avg:  2.61) msec latency
[RUN #1 7%,  24 secs]  8 threads:     3675006 ops,  155403 (avg:  153124) ops/sec, 15.66MB/sec (avg: 15.43MB/sec),  2.57 (avg:  2.61) msec latency
[RUN #1 8%,  25 secs]  8 threads:     3845531 ops,  170483 (avg:  153819) ops/sec, 17.18MB/sec (avg: 15.50MB/sec),  2.34 (avg:  2.59) msec latency
[RUN #1 8%,  26 secs]  8 threads:     3996421 ops,  150735 (avg:  153700) ops/sec, 15.19MB/sec (avg: 15.49MB/sec),  2.65 (avg:  2.60) msec latency
[RUN #1 8%,  27 secs]  8 threads:     4156036 ops,  159576 (avg:  153917) ops/sec, 16.08MB/sec (avg: 15.51MB/sec),  2.50 (avg:  2.59) msec latency
[RUN #1 9%,  28 secs]  8 threads:     4301397 ops,  145330 (avg:  153611) ops/sec, 14.65MB/sec (avg: 15.48MB/sec),  2.75 (avg:  2.60) msec latency
[RUN #1 9%,  29 secs]  8 threads:     4451988 ops,  150559 (avg:  153505) ops/sec, 15.17MB/sec (avg: 15.47MB/sec),  2.65 (avg:  2.60) msec latency
[RUN #1 9%,  30 secs]  8 threads:     4598536 ops,  146514 (avg:  153272) ops/sec, 14.77MB/sec (avg: 15.44MB/sec),  2.72 (avg:  2.60) msec latency
[RUN #1 10%,  31 secs]  8 threads:     4752974 ops,  154401 (avg:  153309) ops/sec, 15.56MB/sec (avg: 15.45MB/sec),  2.59 (avg:  2.60) msec latency
[RUN #1 10%,  32 secs]  8 threads:     4907091 ops,  154084 (avg:  153333) ops/sec, 15.53MB/sec (avg: 15.45MB/sec),  2.59 (avg:  2.60) msec latency
[RUN #1 10%,  33 secs]  8 threads:     5056516 ops,  149388 (avg:  153213) ops/sec, 15.06MB/sec (avg: 15.44MB/sec),  2.67 (avg:  2.60) msec latency
[RUN #1 10%,  34 secs]  8 threads:     5177103 ops,  120555 (avg:  152253) ops/sec, 12.15MB/sec (avg: 15.34MB/sec),  3.31 (avg:  2.62) msec latency
[RUN #1 11%,  35 secs]  8 threads:     5335254 ops,  158123 (avg:  152421) ops/sec, 15.94MB/sec (avg: 15.36MB/sec),  2.52 (avg:  2.62) msec latency
[RUN #1 11%,  36 secs]  8 threads:     5490174 ops,  154886 (avg:  152489) ops/sec, 15.61MB/sec (avg: 15.37MB/sec),  2.58 (avg:  2.62) msec latency
[RUN #1 11%,  37 secs]  8 threads:     5648976 ops,  158768 (avg:  152659) ops/sec, 15.99MB/sec (avg: 15.38MB/sec),  2.51 (avg:  2.61) msec latency
[RUN #1 12%,  38 secs]  8 threads:     5805250 ops,  156236 (avg:  152753) ops/sec, 15.74MB/sec (avg: 15.39MB/sec),  2.56 (avg:  2.61) msec latency
[RUN #1 12%,  39 secs]  8 threads:     5960023 ops,  154734 (avg:  152804) ops/sec, 15.59MB/sec (avg: 15.40MB/sec),  2.58 (avg:  2.61) msec latency
[RUN #1 12%,  40 secs]  8 threads:     6116711 ops,  156653 (avg:  152900) ops/sec, 15.79MB/sec (avg: 15.41MB/sec),  2.55 (avg:  2.61) msec latency
[RUN #1 13%,  41 secs]  8 threads:     6274150 ops,  157405 (avg:  153010) ops/sec, 15.86MB/sec (avg: 15.42MB/sec),  2.53 (avg:  2.61) msec latency
[RUN #1 13%,  42 secs]  8 threads:     6428271 ops,  154089 (avg:  153036) ops/sec, 15.54MB/sec (avg: 15.42MB/sec),  2.59 (avg:  2.61) msec latency
[RUN #1 13%,  43 secs]  8 threads:     6590086 ops,  161782 (avg:  153239) ops/sec, 16.31MB/sec (avg: 15.44MB/sec),  2.47 (avg:  2.60) msec latency
[RUN #1 13%,  44 secs]  8 threads:     6739019 ops,  148903 (avg:  153140) ops/sec, 15.00MB/sec (avg: 15.43MB/sec),  2.68 (avg:  2.61) msec latency
[RUN #1 14%,  45 secs]  8 threads:     6893101 ops,  154048 (avg:  153161) ops/sec, 15.52MB/sec (avg: 15.43MB/sec),  2.59 (avg:  2.61) msec latency
[RUN #1 14%,  46 secs]  8 threads:     7044522 ops,  151385 (avg:  153122) ops/sec, 15.26MB/sec (avg: 15.43MB/sec),  2.64 (avg:  2.61) msec latency
[RUN #1 14%,  47 secs]  8 threads:     7199004 ops,  154446 (avg:  153150) ops/sec, 15.57MB/sec (avg: 15.43MB/sec),  2.58 (avg:  2.61) msec latency
[RUN #1 15%,  48 secs]  8 threads:     7367744 ops,  168706 (avg:  153474) ops/sec, 16.98MB/sec (avg: 15.47MB/sec),  2.36 (avg:  2.60) msec latency
[RUN #1 15%,  49 secs]  8 threads:     7516428 ops,  148648 (avg:  153376) ops/sec, 14.96MB/sec (avg: 15.46MB/sec),  2.69 (avg:  2.60) msec latency
[RUN #1 15%,  50 secs]  8 threads:     7681574 ops,  165109 (avg:  153610) ops/sec, 16.63MB/sec (avg: 15.48MB/sec),  2.42 (avg:  2.60) msec latency
