Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs]  8 threads:      148140 ops,  148044 (avg:  148044) ops/sec, 14.43MB/sec (avg: 14.43MB/sec),  2.69 (avg:  2.69) msec latency
[RUN #1 1%,   2 secs]  8 threads:      302451 ops,  154254 (avg:  151148) ops/sec, 15.04MB/sec (avg: 14.73MB/sec),  2.58 (avg:  2.64) msec latency
[RUN #1 1%,   3 secs]  8 threads:      423281 ops,  120803 (avg:  141035) ops/sec, 11.78MB/sec (avg: 13.75MB/sec),  3.31 (avg:  2.83) msec latency
[RUN #1 1%,   4 secs]  8 threads:      540306 ops,  116998 (avg:  135027) ops/sec, 11.41MB/sec (avg: 13.16MB/sec),  3.41 (avg:  2.95) msec latency
[RUN #1 1%,   5 secs]  8 threads:      652202 ops,  111867 (avg:  130395) ops/sec, 10.91MB/sec (avg: 12.71MB/sec),  3.57 (avg:  3.06) msec latency
[RUN #1 2%,   6 secs]  8 threads:      752251 ops,  100024 (avg:  125334) ops/sec, 9.75MB/sec (avg: 12.22MB/sec),  3.99 (avg:  3.18) msec latency
[RUN #1 2%,   7 secs]  8 threads:      899768 ops,  147485 (avg:  128498) ops/sec, 14.38MB/sec (avg: 12.53MB/sec),  2.71 (avg:  3.11) msec latency
[RUN #1 2%,   8 secs]  8 threads:     1036277 ops,  136479 (avg:  129496) ops/sec, 13.31MB/sec (avg: 12.63MB/sec),  2.92 (avg:  3.08) msec latency
[RUN #1 2%,   9 secs]  8 threads:     1167722 ops,  131414 (avg:  129709) ops/sec, 12.81MB/sec (avg: 12.65MB/sec),  3.04 (avg:  3.08) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1280368 ops,  112619 (avg:  128000) ops/sec, 10.98MB/sec (avg: 12.48MB/sec),  3.54 (avg:  3.12) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1385813 ops,  105420 (avg:  125947) ops/sec, 10.28MB/sec (avg: 12.28MB/sec),  3.79 (avg:  3.17) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1519675 ops,  133827 (avg:  126604) ops/sec, 13.05MB/sec (avg: 12.34MB/sec),  2.99 (avg:  3.15) msec latency
[RUN #1 3%,  13 secs]  8 threads:     1646111 ops,  126404 (avg:  126589) ops/sec, 12.33MB/sec (avg: 12.34MB/sec),  3.16 (avg:  3.15) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1765050 ops,  118912 (avg:  126040) ops/sec, 11.59MB/sec (avg: 12.29MB/sec),  3.36 (avg:  3.17) msec latency
[RUN #1 4%,  15 secs]  8 threads:     1871855 ops,  106780 (avg:  124756) ops/sec, 10.41MB/sec (avg: 12.16MB/sec),  3.74 (avg:  3.20) msec latency
[RUN #1 4%,  16 secs]  8 threads:     1972067 ops,  100189 (avg:  123221) ops/sec, 9.77MB/sec (avg: 12.01MB/sec),  3.99 (avg:  3.24) msec latency
[RUN #1 4%,  17 secs]  8 threads:     2112153 ops,  140054 (avg:  124211) ops/sec, 13.66MB/sec (avg: 12.11MB/sec),  2.85 (avg:  3.21) msec latency
[RUN #1 4%,  18 secs]  8 threads:     2224239 ops,  112061 (avg:  123536) ops/sec, 10.93MB/sec (avg: 12.04MB/sec),  3.56 (avg:  3.23) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2347562 ops,  123296 (avg:  123523) ops/sec, 12.02MB/sec (avg: 12.04MB/sec),  3.24 (avg:  3.23) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2457201 ops,  109615 (avg:  122828) ops/sec, 10.69MB/sec (avg: 11.98MB/sec),  3.64 (avg:  3.25) msec latency
[RUN #1 5%,  21 secs]  8 threads:     2557601 ops,  100379 (avg:  121759) ops/sec, 9.79MB/sec (avg: 11.87MB/sec),  3.98 (avg:  3.28) msec latency
[RUN #1 5%,  22 secs]  8 threads:     2692876 ops,  135239 (avg:  122372) ops/sec, 13.19MB/sec (avg: 11.93MB/sec),  2.95 (avg:  3.26) msec latency
[RUN #1 6%,  23 secs]  8 threads:     2817308 ops,  124401 (avg:  122460) ops/sec, 12.13MB/sec (avg: 11.94MB/sec),  3.21 (avg:  3.26) msec latency
[RUN #1 6%,  24 secs]  8 threads:     2931304 ops,  113970 (avg:  122106) ops/sec, 11.11MB/sec (avg: 11.91MB/sec),  3.50 (avg:  3.27) msec latency
[RUN #1 6%,  25 secs]  8 threads:     3043021 ops,  111692 (avg:  121690) ops/sec, 10.89MB/sec (avg: 11.86MB/sec),  3.57 (avg:  3.28) msec latency
[RUN #1 6%,  26 secs]  8 threads:     3139635 ops,   96588 (avg:  120724) ops/sec, 9.42MB/sec (avg: 11.77MB/sec),  4.13 (avg:  3.31) msec latency
[RUN #1 7%,  27 secs]  8 threads:     3277472 ops,  137807 (avg:  121357) ops/sec, 13.44MB/sec (avg: 11.83MB/sec),  2.89 (avg:  3.29) msec latency
[RUN #1 7%,  28 secs]  8 threads:     3405189 ops,  127690 (avg:  121583) ops/sec, 12.45MB/sec (avg: 11.85MB/sec),  3.13 (avg:  3.28) msec latency
[RUN #1 7%,  29 secs]  8 threads:     3524857 ops,  119639 (avg:  121516) ops/sec, 11.67MB/sec (avg: 11.85MB/sec),  3.34 (avg:  3.28) msec latency
[RUN #1 7%,  30 secs]  8 threads:     3634096 ops,  109210 (avg:  121106) ops/sec, 10.65MB/sec (avg: 11.81MB/sec),  3.66 (avg:  3.30) msec latency
[RUN #1 7%,  31 secs]  8 threads:     3733531 ops,   99407 (avg:  120406) ops/sec, 9.69MB/sec (avg: 11.74MB/sec),  4.00 (avg:  3.31) msec latency
[RUN #1 8%,  32 secs]  8 threads:     3884902 ops,  151334 (avg:  121372) ops/sec, 14.76MB/sec (avg: 11.83MB/sec),  2.65 (avg:  3.29) msec latency
[RUN #1 8%,  33 secs]  8 threads:     4012525 ops,  127594 (avg:  121561) ops/sec, 12.44MB/sec (avg: 11.85MB/sec),  3.12 (avg:  3.28) msec latency
[RUN #1 8%,  34 secs]  8 threads:     4101114 ops,   88240 (avg:  120577) ops/sec, 8.60MB/sec (avg: 11.76MB/sec),  4.51 (avg:  3.31) msec latency
[RUN #1 8%,  35 secs]  8 threads:     4211457 ops,  110309 (avg:  120284) ops/sec, 10.76MB/sec (avg: 11.73MB/sec),  3.61 (avg:  3.32) msec latency
[RUN #1 9%,  36 secs]  8 threads:     4308547 ops,   97068 (avg:  119639) ops/sec, 9.46MB/sec (avg: 11.67MB/sec),  4.12 (avg:  3.34) msec latency
[RUN #1 9%,  37 secs]  8 threads:     4463046 ops,  154467 (avg:  120580) ops/sec, 15.06MB/sec (avg: 11.76MB/sec),  2.59 (avg:  3.31) msec latency
[RUN #1 9%,  38 secs]  8 threads:     4585366 ops,  122293 (avg:  120625) ops/sec, 11.92MB/sec (avg: 11.76MB/sec),  3.26 (avg:  3.31) msec latency
[RUN #1 9%,  39 secs]  8 threads:     4705121 ops,  119728 (avg:  120602) ops/sec, 11.67MB/sec (avg: 11.76MB/sec),  3.33 (avg:  3.31) msec latency
[RUN #1 10%,  40 secs]  8 threads:     4820316 ops,  115162 (avg:  120466) ops/sec, 11.23MB/sec (avg: 11.75MB/sec),  3.47 (avg:  3.31) msec latency
[RUN #1 10%,  41 secs]  8 threads:     4924613 ops,  104269 (avg:  120071) ops/sec, 10.17MB/sec (avg: 11.71MB/sec),  3.83 (avg:  3.32) msec latency
[RUN #1 10%,  42 secs]  8 threads:     5071485 ops,  146840 (avg:  120709) ops/sec, 14.32MB/sec (avg: 11.77MB/sec),  2.72 (avg:  3.31) msec latency
[RUN #1 10%,  43 secs]  8 threads:     5198622 ops,  127109 (avg:  120857) ops/sec, 12.39MB/sec (avg: 11.78MB/sec),  3.14 (avg:  3.30) msec latency
[RUN #1 11%,  44 secs]  8 threads:     5328810 ops,  130158 (avg:  121069) ops/sec, 12.69MB/sec (avg: 11.80MB/sec),  3.07 (avg:  3.30) msec latency
[RUN #1 11%,  45 secs]  8 threads:     5454038 ops,  125200 (avg:  121161) ops/sec, 12.21MB/sec (avg: 11.81MB/sec),  3.19 (avg:  3.29) msec latency
[RUN #1 11%,  46 secs]  8 threads:     5557834 ops,  103771 (avg:  120783) ops/sec, 10.12MB/sec (avg: 11.78MB/sec),  3.85 (avg:  3.30) msec latency
[RUN #1 11%,  47 secs]  8 threads:     5700424 ops,  142556 (avg:  121246) ops/sec, 13.90MB/sec (avg: 11.82MB/sec),  2.80 (avg:  3.29) msec latency
[RUN #1 12%,  48 secs]  8 threads:     5818174 ops,  117721 (avg:  121172) ops/sec, 11.48MB/sec (avg: 11.81MB/sec),  3.39 (avg:  3.29) msec latency
[RUN #1 12%,  49 secs]  8 threads:     5926627 ops,  108429 (avg:  120912) ops/sec, 10.57MB/sec (avg: 11.79MB/sec),  3.68 (avg:  3.30) msec latency
[RUN #1 12%,  50 secs]  8 threads:     6031201 ops,  104550 (avg:  120585) ops/sec, 10.19MB/sec (avg: 11.76MB/sec),  3.82 (avg:  3.31) msec latency
[RUN #1 12%,  51 secs]  8 threads:     6134720 ops,  103494 (avg:  120250) ops/sec, 10.09MB/sec (avg: 11.72MB/sec),  3.86 (avg:  3.32) msec latency
[RUN #1 13%,  52 secs]  8 threads:     6275461 ops,  140707 (avg:  120643) ops/sec, 13.72MB/sec (avg: 11.76MB/sec),  2.84 (avg:  3.31) msec latency
[RUN #1 13%,  53 secs]  8 threads:     6390221 ops,  114731 (avg:  120532) ops/sec, 11.19MB/sec (avg: 11.75MB/sec),  3.48 (avg:  3.31) msec latency
[RUN #1 13%,  54 secs]  8 threads:     6505156 ops,  114907 (avg:  120428) ops/sec, 11.20MB/sec (avg: 11.74MB/sec),  3.48 (avg:  3.31) msec latency
[RUN #1 13%,  55 secs]  8 threads:     6610131 ops,  104952 (avg:  120146) ops/sec, 10.23MB/sec (avg: 11.71MB/sec),  3.80 (avg:  3.32) msec latency
[RUN #1 13%,  56 secs]  8 threads:     6708490 ops,   98339 (avg:  119757) ops/sec, 9.59MB/sec (avg: 11.68MB/sec),  4.06 (avg:  3.33) msec latency
[RUN #1 14%,  57 secs]  8 threads:     6843075 ops,  134535 (avg:  120016) ops/sec, 13.12MB/sec (avg: 11.70MB/sec),  2.97 (avg:  3.33) msec latency
[RUN #1 14%,  58 secs]  8 threads:     6963153 ops,  120051 (avg:  120017) ops/sec, 11.71MB/sec (avg: 11.70MB/sec),  3.33 (avg:  3.33) msec latency
[RUN #1 14%,  59 secs]  8 threads:     7076037 ops,  112723 (avg:  119893) ops/sec, 10.99MB/sec (avg: 11.69MB/sec),  3.53 (avg:  3.33) msec latency
