Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      160457 ops,  161286 (avg:  161286) ops/sec, 14.66MB/sec (avg: 14.66MB/sec),  2.47 (avg:  2.47) msec latency
[RUN #1 1%,   1 secs]  8 threads:      282979 ops,  122494 (avg:  141838) ops/sec, 11.13MB/sec (avg: 12.89MB/sec),  3.26 (avg:  2.81) msec latency
[RUN #1 1%,   2 secs]  8 threads:      447040 ops,  164025 (avg:  149247) ops/sec, 14.90MB/sec (avg: 13.56MB/sec),  2.44 (avg:  2.68) msec latency
[RUN #1 1%,   3 secs]  8 threads:      615327 ops,  168228 (avg:  153999) ops/sec, 15.29MB/sec (avg: 13.99MB/sec),  2.37 (avg:  2.59) msec latency
[RUN #1 2%,   4 secs]  8 threads:      783577 ops,  168212 (avg:  156845) ops/sec, 15.28MB/sec (avg: 14.25MB/sec),  2.37 (avg:  2.55) msec latency
[RUN #1 2%,   5 secs]  8 threads:      949304 ops,  165692 (avg:  158321) ops/sec, 15.06MB/sec (avg: 14.39MB/sec),  2.41 (avg:  2.52) msec latency
[RUN #1 2%,   6 secs]  8 threads:     1107264 ops,  157926 (avg:  158264) ops/sec, 14.35MB/sec (avg: 14.38MB/sec),  2.53 (avg:  2.52) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1241952 ops,  134642 (avg:  155309) ops/sec, 12.23MB/sec (avg: 14.11MB/sec),  2.97 (avg:  2.57) msec latency
[RUN #1 3%,   8 secs]  8 threads:     1405021 ops,  163032 (avg:  156168) ops/sec, 14.81MB/sec (avg: 14.19MB/sec),  2.45 (avg:  2.56) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1563746 ops,  158693 (avg:  156420) ops/sec, 14.42MB/sec (avg: 14.21MB/sec),  2.52 (avg:  2.55) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1714697 ops,  150920 (avg:  155920) ops/sec, 13.71MB/sec (avg: 14.17MB/sec),  2.64 (avg:  2.56) msec latency
[RUN #1 4%,  11 secs]  8 threads:     1828355 ops,  113634 (avg:  152395) ops/sec, 10.32MB/sec (avg: 13.85MB/sec),  3.51 (avg:  2.62) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1960397 ops,  132012 (avg:  150826) ops/sec, 11.99MB/sec (avg: 13.70MB/sec),  3.03 (avg:  2.65) msec latency
[RUN #1 4%,  13 secs]  8 threads:     2127441 ops,  167008 (avg:  151983) ops/sec, 15.17MB/sec (avg: 13.81MB/sec),  2.39 (avg:  2.63) msec latency
[RUN #1 5%,  14 secs]  8 threads:     2258309 ops,  130838 (avg:  150572) ops/sec, 11.89MB/sec (avg: 13.68MB/sec),  3.05 (avg:  2.65) msec latency
[RUN #1 5%,  15 secs]  8 threads:     2381610 ops,  123274 (avg:  148866) ops/sec, 11.20MB/sec (avg: 13.53MB/sec),  3.24 (avg:  2.68) msec latency
[RUN #1 5%,  16 secs]  8 threads:     2505078 ops,  123442 (avg:  147370) ops/sec, 11.22MB/sec (avg: 13.39MB/sec),  3.24 (avg:  2.71) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2623968 ops,  118865 (avg:  145786) ops/sec, 10.80MB/sec (avg: 13.25MB/sec),  3.36 (avg:  2.74) msec latency
[RUN #1 6%,  18 secs]  8 threads:     2753357 ops,  129361 (avg:  144921) ops/sec, 11.75MB/sec (avg: 13.17MB/sec),  3.09 (avg:  2.76) msec latency
[RUN #1 6%,  19 secs]  8 threads:     2875607 ops,  122226 (avg:  143786) ops/sec, 11.11MB/sec (avg: 13.06MB/sec),  3.27 (avg:  2.78) msec latency
[RUN #1 6%,  20 secs]  8 threads:     3031201 ops,  155557 (avg:  144347) ops/sec, 14.14MB/sec (avg: 13.12MB/sec),  2.57 (avg:  2.77) msec latency
[RUN #1 6%,  21 secs]  8 threads:     3187804 ops,  156564 (avg:  144902) ops/sec, 14.23MB/sec (avg: 13.17MB/sec),  2.55 (avg:  2.76) msec latency
[RUN #1 7%,  22 secs]  8 threads:     3346185 ops,  158346 (avg:  145487) ops/sec, 14.39MB/sec (avg: 13.22MB/sec),  2.52 (avg:  2.74) msec latency
[RUN #1 7%,  24 secs]  8 threads:     3492742 ops,  146523 (avg:  145530) ops/sec, 13.31MB/sec (avg: 13.22MB/sec),  2.73 (avg:  2.74) msec latency
[RUN #1 7%,  25 secs]  8 threads:     3645821 ops,  153045 (avg:  145831) ops/sec, 13.91MB/sec (avg: 13.25MB/sec),  2.61 (avg:  2.74) msec latency
[RUN #1 8%,  26 secs]  8 threads:     3787964 ops,  142107 (avg:  145687) ops/sec, 12.91MB/sec (avg: 13.24MB/sec),  2.81 (avg:  2.74) msec latency
[RUN #1 8%,  27 secs]  8 threads:     3911194 ops,  123203 (avg:  144854) ops/sec, 11.20MB/sec (avg: 13.16MB/sec),  3.24 (avg:  2.76) msec latency
[RUN #1 8%,  28 secs]  8 threads:     4027890 ops,  116671 (avg:  143848) ops/sec, 10.60MB/sec (avg: 13.07MB/sec),  3.42 (avg:  2.78) msec latency
[RUN #1 8%,  29 secs]  8 threads:     4144278 ops,  116361 (avg:  142900) ops/sec, 10.57MB/sec (avg: 12.98MB/sec),  3.43 (avg:  2.79) msec latency
[RUN #1 9%,  30 secs]  8 threads:     4262582 ops,  118277 (avg:  142079) ops/sec, 10.75MB/sec (avg: 12.91MB/sec),  3.38 (avg:  2.81) msec latency
[RUN #1 9%,  31 secs]  8 threads:     4382944 ops,  120334 (avg:  141377) ops/sec, 10.93MB/sec (avg: 12.85MB/sec),  3.32 (avg:  2.82) msec latency
[RUN #1 9%,  32 secs]  8 threads:     4503683 ops,  120713 (avg:  140731) ops/sec, 10.97MB/sec (avg: 12.79MB/sec),  3.31 (avg:  2.84) msec latency
[RUN #1 9%,  33 secs]  8 threads:     4621573 ops,  117865 (avg:  140038) ops/sec, 10.71MB/sec (avg: 12.72MB/sec),  3.39 (avg:  2.85) msec latency
[RUN #1 9%,  34 secs]  8 threads:     4736310 ops,  114711 (avg:  139293) ops/sec, 10.42MB/sec (avg: 12.66MB/sec),  3.48 (avg:  2.87) msec latency
[RUN #1 10%,  35 secs]  8 threads:     4858417 ops,  122080 (avg:  138801) ops/sec, 11.09MB/sec (avg: 12.61MB/sec),  3.27 (avg:  2.88) msec latency
[RUN #1 10%,  36 secs]  8 threads:     4972036 ops,  113594 (avg:  138101) ops/sec, 10.32MB/sec (avg: 12.55MB/sec),  3.52 (avg:  2.89) msec latency
[RUN #1 10%,  37 secs]  8 threads:     5090409 ops,  118346 (avg:  137567) ops/sec, 10.75MB/sec (avg: 12.50MB/sec),  3.38 (avg:  2.90) msec latency
[RUN #1 10%,  38 secs]  8 threads:     5213566 ops,  123128 (avg:  137187) ops/sec, 11.19MB/sec (avg: 12.47MB/sec),  3.24 (avg:  2.91) msec latency
[RUN #1 11%,  39 secs]  8 threads:     5336001 ops,  122406 (avg:  136808) ops/sec, 11.12MB/sec (avg: 12.43MB/sec),  3.26 (avg:  2.92) msec latency
[RUN #1 11%,  40 secs]  8 threads:     5456249 ops,  120216 (avg:  136393) ops/sec, 10.92MB/sec (avg: 12.39MB/sec),  3.32 (avg:  2.93) msec latency
[RUN #1 11%,  41 secs]  8 threads:     5581712 ops,  125434 (avg:  136126) ops/sec, 11.40MB/sec (avg: 12.37MB/sec),  3.18 (avg:  2.93) msec latency
[RUN #1 11%,  42 secs]  8 threads:     5724178 ops,  142434 (avg:  136276) ops/sec, 12.94MB/sec (avg: 12.38MB/sec),  2.81 (avg:  2.93) msec latency
[RUN #1 12%,  43 secs]  8 threads:     5871157 ops,  146942 (avg:  136524) ops/sec, 13.35MB/sec (avg: 12.40MB/sec),  2.72 (avg:  2.93) msec latency
[RUN #1 12%,  44 secs]  8 threads:     6019685 ops,  148491 (avg:  136796) ops/sec, 13.49MB/sec (avg: 12.43MB/sec),  2.69 (avg:  2.92) msec latency
[RUN #1 12%,  45 secs]  8 threads:     6142454 ops,  122741 (avg:  136484) ops/sec, 11.15MB/sec (avg: 12.40MB/sec),  3.25 (avg:  2.93) msec latency
[RUN #1 13%,  46 secs]  8 threads:     6293756 ops,  151269 (avg:  136805) ops/sec, 13.74MB/sec (avg: 12.43MB/sec),  2.64 (avg:  2.92) msec latency
[RUN #1 13%,  47 secs]  8 threads:     6450068 ops,  156087 (avg:  137216) ops/sec, 14.18MB/sec (avg: 12.47MB/sec),  2.56 (avg:  2.91) msec latency
[RUN #1 13%,  48 secs]  8 threads:     6606248 ops,  156145 (avg:  137610) ops/sec, 14.19MB/sec (avg: 12.50MB/sec),  2.56 (avg:  2.90) msec latency
[RUN #1 14%,  49 secs]  8 threads:     6767053 ops,  160676 (avg:  138081) ops/sec, 14.60MB/sec (avg: 12.55MB/sec),  2.48 (avg:  2.89) msec latency
[RUN #1 14%,  50 secs]  8 threads:     6927522 ops,  160430 (avg:  138528) ops/sec, 14.58MB/sec (avg: 12.59MB/sec),  2.49 (avg:  2.88) msec latency
[RUN #1 14%,  51 secs]  8 threads:     7089271 ops,  161712 (avg:  138983) ops/sec, 14.69MB/sec (avg: 12.63MB/sec),  2.47 (avg:  2.87) msec latency
[RUN #1 15%,  52 secs]  8 threads:     7250741 ops,  161434 (avg:  139415) ops/sec, 14.67MB/sec (avg: 12.67MB/sec),  2.47 (avg:  2.86) msec latency
[RUN #1 15%,  53 secs]  8 threads:     7411249 ops,  160454 (avg:  139812) ops/sec, 14.58MB/sec (avg: 12.70MB/sec),  2.49 (avg:  2.86) msec latency
[RUN #1 15%,  54 secs]  8 threads:     7572541 ops,  161253 (avg:  140209) ops/sec, 14.65MB/sec (avg: 12.74MB/sec),  2.48 (avg:  2.85) msec latency
[RUN #1 15%,  55 secs]  8 threads:     7733138 ops,  160562 (avg:  140579) ops/sec, 14.59MB/sec (avg: 12.77MB/sec),  2.49 (avg:  2.84) msec latency
[RUN #1 16%,  56 secs]  8 threads:     7893860 ops,  160687 (avg:  140938) ops/sec, 14.60MB/sec (avg: 12.81MB/sec),  2.48 (avg:  2.83) msec latency
