Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      126659 ops,  127033 (avg:  127033) ops/sec, 11.45MB/sec (avg: 11.45MB/sec),  3.14 (avg:  3.14) msec latency
[RUN #1 1%,   1 secs]  8 threads:      270466 ops,  143773 (avg:  135416) ops/sec, 12.95MB/sec (avg: 12.20MB/sec),  2.78 (avg:  2.95) msec latency
[RUN #1 1%,   2 secs]  8 threads:      413063 ops,  142558 (avg:  137799) ops/sec, 12.84MB/sec (avg: 12.41MB/sec),  2.80 (avg:  2.90) msec latency
[RUN #1 1%,   3 secs]  8 threads:      557474 ops,  144378 (avg:  139445) ops/sec, 13.01MB/sec (avg: 12.56MB/sec),  2.77 (avg:  2.86) msec latency
[RUN #1 1%,   4 secs]  8 threads:      678377 ops,  120874 (avg:  135729) ops/sec, 10.89MB/sec (avg: 12.23MB/sec),  3.30 (avg:  2.94) msec latency
[RUN #1 2%,   5 secs]  8 threads:      821401 ops,  142989 (avg:  136939) ops/sec, 12.88MB/sec (avg: 12.34MB/sec),  2.79 (avg:  2.92) msec latency
[RUN #1 2%,   6 secs]  8 threads:      970896 ops,  149334 (avg:  138712) ops/sec, 13.45MB/sec (avg: 12.50MB/sec),  2.67 (avg:  2.88) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1116079 ops,  145148 (avg:  139517) ops/sec, 13.08MB/sec (avg: 12.57MB/sec),  2.75 (avg:  2.86) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1262044 ops,  145853 (avg:  140221) ops/sec, 13.14MB/sec (avg: 12.63MB/sec),  2.74 (avg:  2.85) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1396923 ops,  134845 (avg:  139684) ops/sec, 12.15MB/sec (avg: 12.58MB/sec),  2.96 (avg:  2.86) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1521235 ops,  124217 (avg:  138277) ops/sec, 11.19MB/sec (avg: 12.46MB/sec),  3.21 (avg:  2.89) msec latency
[RUN #1 3%,  12 secs]  8 threads:     1641566 ops,  120303 (avg:  136779) ops/sec, 10.84MB/sec (avg: 12.32MB/sec),  3.32 (avg:  2.92) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1762583 ops,  120989 (avg:  135564) ops/sec, 10.90MB/sec (avg: 12.21MB/sec),  3.30 (avg:  2.95) msec latency
[RUN #1 4%,  14 secs]  8 threads:     1907370 ops,  144753 (avg:  136220) ops/sec, 13.04MB/sec (avg: 12.27MB/sec),  2.76 (avg:  2.93) msec latency
[RUN #1 4%,  15 secs]  8 threads:     2028351 ops,  120941 (avg:  135202) ops/sec, 10.90MB/sec (avg: 12.18MB/sec),  3.30 (avg:  2.95) msec latency
[RUN #1 4%,  16 secs]  8 threads:     2150596 ops,  122214 (avg:  134390) ops/sec, 11.01MB/sec (avg: 12.11MB/sec),  3.27 (avg:  2.97) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2299196 ops,  148566 (avg:  135224) ops/sec, 13.38MB/sec (avg: 12.18MB/sec),  2.69 (avg:  2.95) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2409297 ops,  110077 (avg:  133827) ops/sec, 9.92MB/sec (avg: 12.06MB/sec),  3.63 (avg:  2.98) msec latency
[RUN #1 5%,  19 secs]  8 threads:     2551915 ops,  142587 (avg:  134288) ops/sec, 12.85MB/sec (avg: 12.10MB/sec),  2.80 (avg:  2.97) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2665635 ops,  113692 (avg:  133258) ops/sec, 10.24MB/sec (avg: 12.01MB/sec),  3.52 (avg:  3.00) msec latency
[RUN #1 6%,  21 secs]  8 threads:     2797129 ops,  131384 (avg:  133169) ops/sec, 11.84MB/sec (avg: 12.00MB/sec),  3.04 (avg:  3.00) msec latency
[RUN #1 6%,  22 secs]  8 threads:     2925513 ops,  128356 (avg:  132950) ops/sec, 11.56MB/sec (avg: 11.98MB/sec),  3.11 (avg:  3.00) msec latency
[RUN #1 6%,  23 secs]  8 threads:     3048391 ops,  122850 (avg:  132511) ops/sec, 11.07MB/sec (avg: 11.94MB/sec),  3.25 (avg:  3.01) msec latency
[RUN #1 6%,  24 secs]  8 threads:     3162121 ops,  113706 (avg:  131727) ops/sec, 10.24MB/sec (avg: 11.87MB/sec),  3.51 (avg:  3.03) msec latency
[RUN #1 7%,  25 secs]  8 threads:     3280830 ops,  118685 (avg:  131206) ops/sec, 10.69MB/sec (avg: 11.82MB/sec),  3.36 (avg:  3.04) msec latency
[RUN #1 7%,  26 secs]  8 threads:     3391051 ops,  110190 (avg:  130397) ops/sec, 9.93MB/sec (avg: 11.75MB/sec),  3.63 (avg:  3.06) msec latency
[RUN #1 7%,  27 secs]  8 threads:     3510446 ops,  119369 (avg:  129989) ops/sec, 10.75MB/sec (avg: 11.71MB/sec),  3.35 (avg:  3.07) msec latency
[RUN #1 7%,  28 secs]  8 threads:     3619417 ops,  108948 (avg:  129237) ops/sec, 9.82MB/sec (avg: 11.64MB/sec),  3.66 (avg:  3.09) msec latency
[RUN #1 7%,  29 secs]  8 threads:     3738268 ops,  118823 (avg:  128878) ops/sec, 10.70MB/sec (avg: 11.61MB/sec),  3.36 (avg:  3.10) msec latency
[RUN #1 8%,  30 secs]  8 threads:     3858566 ops,  120272 (avg:  128591) ops/sec, 10.84MB/sec (avg: 11.58MB/sec),  3.32 (avg:  3.11) msec latency
[RUN #1 8%,  31 secs]  8 threads:     3966946 ops,  108330 (avg:  127938) ops/sec, 9.76MB/sec (avg: 11.53MB/sec),  3.68 (avg:  3.12) msec latency
[RUN #1 8%,  32 secs]  8 threads:     4082937 ops,  115960 (avg:  127563) ops/sec, 10.45MB/sec (avg: 11.49MB/sec),  3.45 (avg:  3.13) msec latency
[RUN #1 8%,  33 secs]  8 threads:     4191354 ops,  108390 (avg:  126982) ops/sec, 9.76MB/sec (avg: 11.44MB/sec),  3.68 (avg:  3.14) msec latency
[RUN #1 9%,  34 secs]  8 threads:     4282794 ops,   91417 (avg:  125936) ops/sec, 8.24MB/sec (avg: 11.35MB/sec),  4.37 (avg:  3.17) msec latency
[RUN #1 9%,  35 secs]  8 threads:     4394072 ops,  111256 (avg:  125517) ops/sec, 10.02MB/sec (avg: 11.31MB/sec),  3.58 (avg:  3.18) msec latency
[RUN #1 9%,  36 secs]  8 threads:     4504527 ops,  110431 (avg:  125098) ops/sec, 9.95MB/sec (avg: 11.27MB/sec),  3.62 (avg:  3.19) msec latency
[RUN #1 9%,  37 secs]  8 threads:     4615494 ops,  110943 (avg:  124715) ops/sec, 9.99MB/sec (avg: 11.24MB/sec),  3.60 (avg:  3.20) msec latency
[RUN #1 9%,  38 secs]  8 threads:     4725092 ops,  109560 (avg:  124316) ops/sec, 9.87MB/sec (avg: 11.20MB/sec),  3.64 (avg:  3.21) msec latency
[RUN #1 10%,  39 secs]  8 threads:     4834330 ops,  109211 (avg:  123929) ops/sec, 9.84MB/sec (avg: 11.16MB/sec),  3.66 (avg:  3.22) msec latency
[RUN #1 10%,  40 secs]  8 threads:     4975060 ops,  140641 (avg:  124347) ops/sec, 12.67MB/sec (avg: 11.20MB/sec),  2.84 (avg:  3.21) msec latency
[RUN #1 10%,  41 secs]  8 threads:     5116259 ops,  141165 (avg:  124757) ops/sec, 12.72MB/sec (avg: 11.24MB/sec),  2.83 (avg:  3.20) msec latency
[RUN #1 11%,  42 secs]  8 threads:     5258189 ops,  141896 (avg:  125165) ops/sec, 12.78MB/sec (avg: 11.28MB/sec),  2.81 (avg:  3.19) msec latency
[RUN #1 11%,  43 secs]  8 threads:     5399083 ops,  140862 (avg:  125530) ops/sec, 12.69MB/sec (avg: 11.31MB/sec),  2.83 (avg:  3.18) msec latency
[RUN #1 11%,  44 secs]  8 threads:     5540210 ops,  141095 (avg:  125884) ops/sec, 12.71MB/sec (avg: 11.34MB/sec),  2.83 (avg:  3.17) msec latency
[RUN #1 11%,  45 secs]  8 threads:     5681788 ops,  141547 (avg:  126232) ops/sec, 12.75MB/sec (avg: 11.37MB/sec),  2.82 (avg:  3.16) msec latency
[RUN #1 12%,  46 secs]  8 threads:     5823696 ops,  141877 (avg:  126572) ops/sec, 12.78MB/sec (avg: 11.40MB/sec),  2.81 (avg:  3.15) msec latency
[RUN #1 12%,  47 secs]  8 threads:     5964708 ops,  140981 (avg:  126879) ops/sec, 12.70MB/sec (avg: 11.43MB/sec),  2.83 (avg:  3.15) msec latency
[RUN #1 12%,  48 secs]  8 threads:     6107228 ops,  142488 (avg:  127204) ops/sec, 12.84MB/sec (avg: 11.46MB/sec),  2.80 (avg:  3.14) msec latency
[RUN #1 12%,  49 secs]  8 threads:     6248860 ops,  141603 (avg:  127498) ops/sec, 12.76MB/sec (avg: 11.49MB/sec),  2.82 (avg:  3.13) msec latency
[RUN #1 13%,  50 secs]  8 threads:     6391573 ops,  142684 (avg:  127801) ops/sec, 12.85MB/sec (avg: 11.51MB/sec),  2.80 (avg:  3.12) msec latency
[RUN #1 13%,  51 secs]  8 threads:     6517918 ops,  126316 (avg:  127772) ops/sec, 11.38MB/sec (avg: 11.51MB/sec),  3.16 (avg:  3.13) msec latency
[RUN #1 13%,  52 secs]  8 threads:     6634481 ops,  116535 (avg:  127556) ops/sec, 10.50MB/sec (avg: 11.49MB/sec),  3.42 (avg:  3.13) msec latency
[RUN #1 13%,  53 secs]  8 threads:     6749889 ops,  115383 (avg:  127327) ops/sec, 10.39MB/sec (avg: 11.47MB/sec),  3.47 (avg:  3.14) msec latency
[RUN #1 14%,  54 secs]  8 threads:     6867655 ops,  117737 (avg:  127149) ops/sec, 10.61MB/sec (avg: 11.45MB/sec),  3.39 (avg:  3.14) msec latency
[RUN #1 14%,  55 secs]  8 threads:     6984899 ops,  117218 (avg:  126968) ops/sec, 10.56MB/sec (avg: 11.44MB/sec),  3.41 (avg:  3.15) msec latency
[RUN #1 14%,  56 secs]  8 threads:     7101925 ops,  117003 (avg:  126790) ops/sec, 10.54MB/sec (avg: 11.42MB/sec),  3.41 (avg:  3.15) msec latency
[RUN #1 14%,  57 secs]  8 threads:     7219502 ops,  117551 (avg:  126628) ops/sec, 10.59MB/sec (avg: 11.41MB/sec),  3.40 (avg:  3.15) msec latency
[RUN #1 15%,  58 secs]  8 threads:     7336158 ops,  116630 (avg:  126456) ops/sec, 10.51MB/sec (avg: 11.39MB/sec),  3.43 (avg:  3.16) msec latency
[RUN #1 15%,  59 secs]  8 threads:     7453275 ops,  117087 (avg:  126297) ops/sec, 10.55MB/sec (avg: 11.38MB/sec),  3.41 (avg:  3.16) msec latency
[RUN #1 15%,  60 secs]  8 threads:     7571252 ops,  117949 (avg:  126158) ops/sec, 10.63MB/sec (avg: 11.37MB/sec),  3.39 (avg:  3.17) msec latency
