Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      126185 ops,  129898 (avg:  129898) ops/sec, 11.83MB/sec (avg: 11.83MB/sec),  3.07 (avg:  3.07) msec latency
[RUN #1 1%,   1 secs]  8 threads:      261408 ops,  135091 (avg:  132534) ops/sec, 12.30MB/sec (avg: 12.07MB/sec),  2.95 (avg:  3.01) msec latency
[RUN #1 1%,   2 secs]  8 threads:      407194 ops,  145751 (avg:  136981) ops/sec, 13.27MB/sec (avg: 12.47MB/sec),  2.74 (avg:  2.91) msec latency
[RUN #1 1%,   3 secs]  8 threads:      554314 ops,  147084 (avg:  139525) ops/sec, 13.39MB/sec (avg: 12.70MB/sec),  2.72 (avg:  2.86) msec latency
[RUN #1 1%,   4 secs]  8 threads:      705136 ops,  150788 (avg:  141790) ops/sec, 13.73MB/sec (avg: 12.91MB/sec),  2.65 (avg:  2.82) msec latency
[RUN #1 2%,   5 secs]  8 threads:      836318 ops,  131152 (avg:  140009) ops/sec, 11.94MB/sec (avg: 12.75MB/sec),  3.04 (avg:  2.85) msec latency
[RUN #1 2%,   6 secs]  8 threads:      983331 ops,  146981 (avg:  141009) ops/sec, 13.38MB/sec (avg: 12.84MB/sec),  2.72 (avg:  2.83) msec latency
[RUN #1 2%,   7 secs]  8 threads:     1105741 ops,  122380 (avg:  138672) ops/sec, 11.14MB/sec (avg: 12.63MB/sec),  3.26 (avg:  2.88) msec latency
[RUN #1 3%,   8 secs]  8 threads:     1253291 ops,  147517 (avg:  139658) ops/sec, 13.43MB/sec (avg: 12.72MB/sec),  2.71 (avg:  2.86) msec latency
[RUN #1 3%,   9 secs]  8 threads:     1397310 ops,  143981 (avg:  140091) ops/sec, 13.11MB/sec (avg: 12.75MB/sec),  2.77 (avg:  2.85) msec latency
[RUN #1 3%,  10 secs]  8 threads:     1548751 ops,  151404 (avg:  141123) ops/sec, 13.78MB/sec (avg: 12.85MB/sec),  2.64 (avg:  2.83) msec latency
[RUN #1 3%,  11 secs]  8 threads:     1700897 ops,  152113 (avg:  142041) ops/sec, 13.85MB/sec (avg: 12.93MB/sec),  2.63 (avg:  2.81) msec latency
[RUN #1 4%,  12 secs]  8 threads:     1849804 ops,  148876 (avg:  142567) ops/sec, 13.55MB/sec (avg: 12.98MB/sec),  2.68 (avg:  2.80) msec latency
[RUN #1 4%,  13 secs]  8 threads:     1994010 ops,  144147 (avg:  142681) ops/sec, 13.12MB/sec (avg: 12.99MB/sec),  2.77 (avg:  2.80) msec latency
[RUN #1 4%,  14 secs]  8 threads:     2138234 ops,  144190 (avg:  142781) ops/sec, 13.13MB/sec (avg: 13.00MB/sec),  2.77 (avg:  2.80) msec latency
[RUN #1 5%,  15 secs]  8 threads:     2283455 ops,  145187 (avg:  142932) ops/sec, 13.22MB/sec (avg: 13.01MB/sec),  2.75 (avg:  2.79) msec latency
[RUN #1 5%,  16 secs]  8 threads:     2427404 ops,  143916 (avg:  142990) ops/sec, 13.10MB/sec (avg: 13.02MB/sec),  2.77 (avg:  2.79) msec latency
[RUN #1 5%,  17 secs]  8 threads:     2557925 ops,  130482 (avg:  142294) ops/sec, 11.88MB/sec (avg: 12.95MB/sec),  3.05 (avg:  2.81) msec latency
[RUN #1 5%,  18 secs]  8 threads:     2703702 ops,  145737 (avg:  142475) ops/sec, 13.27MB/sec (avg: 12.97MB/sec),  2.74 (avg:  2.80) msec latency
[RUN #1 6%,  19 secs]  8 threads:     2849729 ops,  145990 (avg:  142651) ops/sec, 13.29MB/sec (avg: 12.99MB/sec),  2.74 (avg:  2.80) msec latency
[RUN #1 6%,  20 secs]  8 threads:     2995718 ops,  145937 (avg:  142808) ops/sec, 13.29MB/sec (avg: 13.00MB/sec),  2.74 (avg:  2.80) msec latency
[RUN #1 6%,  21 secs]  8 threads:     3140711 ops,  144955 (avg:  142906) ops/sec, 13.20MB/sec (avg: 13.01MB/sec),  2.75 (avg:  2.79) msec latency
[RUN #1 7%,  22 secs]  8 threads:     3286089 ops,  145342 (avg:  143012) ops/sec, 13.23MB/sec (avg: 13.02MB/sec),  2.75 (avg:  2.79) msec latency
[RUN #1 7%,  23 secs]  8 threads:     3430376 ops,  144251 (avg:  143064) ops/sec, 13.13MB/sec (avg: 13.02MB/sec),  2.77 (avg:  2.79) msec latency
[RUN #1 7%,  24 secs]  8 threads:     3574081 ops,  143674 (avg:  143088) ops/sec, 13.08MB/sec (avg: 13.03MB/sec),  2.78 (avg:  2.79) msec latency
[RUN #1 7%,  25 secs]  8 threads:     3716506 ops,  142395 (avg:  143061) ops/sec, 12.96MB/sec (avg: 13.02MB/sec),  2.81 (avg:  2.79) msec latency
[RUN #1 8%,  26 secs]  8 threads:     3861906 ops,  145369 (avg:  143147) ops/sec, 13.23MB/sec (avg: 13.03MB/sec),  2.75 (avg:  2.79) msec latency
[RUN #1 8%,  27 secs]  8 threads:     4006564 ops,  144622 (avg:  143200) ops/sec, 13.17MB/sec (avg: 13.04MB/sec),  2.76 (avg:  2.79) msec latency
[RUN #1 8%,  28 secs]  8 threads:     4132603 ops,  126005 (avg:  142606) ops/sec, 11.47MB/sec (avg: 12.98MB/sec),  3.17 (avg:  2.80) msec latency
[RUN #1 9%,  29 secs]  8 threads:     4250575 ops,  117941 (avg:  141783) ops/sec, 10.74MB/sec (avg: 12.91MB/sec),  3.39 (avg:  2.82) msec latency
[RUN #1 9%,  30 secs]  8 threads:     4365878 ops,  115273 (avg:  140927) ops/sec, 10.49MB/sec (avg: 12.83MB/sec),  3.46 (avg:  2.83) msec latency
[RUN #1 9%,  31 secs]  8 threads:     4480390 ops,  114486 (avg:  140100) ops/sec, 10.42MB/sec (avg: 12.76MB/sec),  3.49 (avg:  2.85) msec latency
[RUN #1 9%,  32 secs]  8 threads:     4595860 ops,  115441 (avg:  139352) ops/sec, 10.51MB/sec (avg: 12.69MB/sec),  3.45 (avg:  2.87) msec latency
[RUN #1 9%,  33 secs]  8 threads:     4692967 ops,   96999 (avg:  138105) ops/sec, 8.83MB/sec (avg: 12.57MB/sec),  4.12 (avg:  2.89) msec latency
[RUN #1 10%,  34 secs]  8 threads:     4811476 ops,  118480 (avg:  137543) ops/sec, 10.79MB/sec (avg: 12.52MB/sec),  3.37 (avg:  2.90) msec latency
[RUN #1 10%,  35 secs]  8 threads:     4928599 ops,  117098 (avg:  136975) ops/sec, 10.66MB/sec (avg: 12.47MB/sec),  3.41 (avg:  2.91) msec latency
[RUN #1 10%,  36 secs]  8 threads:     5046038 ops,  117415 (avg:  136446) ops/sec, 10.69MB/sec (avg: 12.42MB/sec),  3.40 (avg:  2.93) msec latency
[RUN #1 10%,  37 secs]  8 threads:     5179437 ops,  133369 (avg:  136365) ops/sec, 12.14MB/sec (avg: 12.42MB/sec),  2.99 (avg:  2.93) msec latency
[RUN #1 11%,  38 secs]  8 threads:     5321073 ops,  141600 (avg:  136499) ops/sec, 12.89MB/sec (avg: 12.43MB/sec),  2.82 (avg:  2.93) msec latency
[RUN #1 11%,  39 secs]  8 threads:     5453044 ops,  131941 (avg:  136385) ops/sec, 12.01MB/sec (avg: 12.42MB/sec),  3.03 (avg:  2.93) msec latency
[RUN #1 11%,  40 secs]  8 threads:     5566859 ops,  113739 (avg:  135832) ops/sec, 10.36MB/sec (avg: 12.37MB/sec),  3.51 (avg:  2.94) msec latency
[RUN #1 11%,  41 secs]  8 threads:     5680637 ops,  113748 (avg:  135306) ops/sec, 10.36MB/sec (avg: 12.32MB/sec),  3.51 (avg:  2.95) msec latency
[RUN #1 12%,  42 secs]  8 threads:     5793858 ops,  113196 (avg:  134792) ops/sec, 10.31MB/sec (avg: 12.27MB/sec),  3.53 (avg:  2.96) msec latency
[RUN #1 12%,  43 secs]  8 threads:     5903191 ops,  109309 (avg:  134212) ops/sec, 9.95MB/sec (avg: 12.22MB/sec),  3.65 (avg:  2.98) msec latency
[RUN #1 12%,  44 secs]  8 threads:     6013071 ops,  109853 (avg:  133671) ops/sec, 10.00MB/sec (avg: 12.17MB/sec),  3.64 (avg:  2.99) msec latency
[RUN #1 12%,  45 secs]  8 threads:     6131337 ops,  118239 (avg:  133335) ops/sec, 10.76MB/sec (avg: 12.14MB/sec),  3.38 (avg:  2.99) msec latency
[RUN #1 12%,  46 secs]  8 threads:     6246255 ops,  114894 (avg:  132942) ops/sec, 10.46MB/sec (avg: 12.10MB/sec),  3.48 (avg:  3.00) msec latency
[RUN #1 13%,  47 secs]  8 threads:     6365013 ops,  118733 (avg:  132646) ops/sec, 10.81MB/sec (avg: 12.08MB/sec),  3.37 (avg:  3.01) msec latency
[RUN #1 13%,  48 secs]  8 threads:     6496367 ops,  131325 (avg:  132619) ops/sec, 11.96MB/sec (avg: 12.07MB/sec),  3.04 (avg:  3.01) msec latency
[RUN #1 13%,  49 secs]  8 threads:     6636913 ops,  140515 (avg:  132777) ops/sec, 12.79MB/sec (avg: 12.09MB/sec),  2.84 (avg:  3.01) msec latency
[RUN #1 14%,  50 secs]  8 threads:     6777271 ops,  140218 (avg:  132923) ops/sec, 12.77MB/sec (avg: 12.10MB/sec),  2.85 (avg:  3.00) msec latency
[RUN #1 14%,  51 secs]  8 threads:     6892735 ops,  115435 (avg:  132587) ops/sec, 10.51MB/sec (avg: 12.07MB/sec),  3.46 (avg:  3.01) msec latency
[RUN #1 14%,  52 secs]  8 threads:     7022772 ops,  129940 (avg:  132537) ops/sec, 11.83MB/sec (avg: 12.07MB/sec),  3.07 (avg:  3.01) msec latency
[RUN #1 14%,  53 secs]  8 threads:     7140178 ops,  117378 (avg:  132256) ops/sec, 10.69MB/sec (avg: 12.04MB/sec),  3.41 (avg:  3.02) msec latency
[RUN #1 15%,  54 secs]  8 threads:     7255743 ops,  115539 (avg:  131952) ops/sec, 10.52MB/sec (avg: 12.01MB/sec),  3.45 (avg:  3.03) msec latency
[RUN #1 15%,  55 secs]  8 threads:     7372723 ops,  116955 (avg:  131684) ops/sec, 10.65MB/sec (avg: 11.99MB/sec),  3.42 (avg:  3.03) msec latency
[RUN #1 15%,  56 secs]  8 threads:     7507452 ops,  134702 (avg:  131737) ops/sec, 12.26MB/sec (avg: 11.99MB/sec),  2.97 (avg:  3.03) msec latency
[RUN #1 15%,  57 secs]  8 threads:     7642077 ops,  134594 (avg:  131786) ops/sec, 12.25MB/sec (avg: 12.00MB/sec),  2.97 (avg:  3.03) msec latency
[RUN #1 16%,  58 secs]  8 threads:     7756509 ops,  114408 (avg:  131492) ops/sec, 10.42MB/sec (avg: 11.97MB/sec),  3.49 (avg:  3.04) msec latency
[RUN #1 16%,  59 secs]  8 threads:     7868785 ops,  112248 (avg:  131171) ops/sec, 10.22MB/sec (avg: 11.94MB/sec),  3.56 (avg:  3.04) msec latency
[RUN #1 16%,  60 secs]  8 threads:     7993878 ops,  125064 (avg:  131071) ops/sec, 11.39MB/sec (avg: 11.93MB/sec),  3.19 (avg:  3.05) msec latency
[RUN #1 16%,  61 secs]  8 threads:     8136599 ops,  142686 (avg:  131258) ops/sec, 12.99MB/sec (avg: 11.95MB/sec),  2.80 (avg:  3.04) msec latency
[RUN #1 17%,  62 secs]  8 threads:     8278295 ops,  141663 (avg:  131423) ops/sec, 12.90MB/sec (avg: 11.97MB/sec),  2.82 (avg:  3.04) msec latency
[RUN #1 17%,  63 secs]  8 threads:     8391373 ops,  113050 (avg:  131136) ops/sec, 10.29MB/sec (avg: 11.94MB/sec),  3.54 (avg:  3.05) msec latency
[RUN #1 17%,  64 secs]  8 threads:     8505125 ops,  113726 (avg:  130868) ops/sec, 10.35MB/sec (avg: 11.91MB/sec),  3.49 (avg:  3.05) msec latency
[RUN #1 17%,  65 secs]  8 threads:     8599370 ops,   94212 (avg:  130312) ops/sec, 8.58MB/sec (avg: 11.86MB/sec),  4.30 (avg:  3.06) msec latency
[RUN #1 17%,  66 secs]  8 threads:     8743941 ops,  144532 (avg:  130525) ops/sec, 13.16MB/sec (avg: 11.88MB/sec),  2.73 (avg:  3.06) msec latency
[RUN #1 18%,  67 secs]  8 threads:     8885099 ops,  141119 (avg:  130681) ops/sec, 12.85MB/sec (avg: 11.90MB/sec),  2.83 (avg:  3.06) msec latency
[RUN #1 18%,  68 secs]  8 threads:     9023649 ops,  138515 (avg:  130794) ops/sec, 12.61MB/sec (avg: 11.91MB/sec),  2.88 (avg:  3.05) msec latency
[RUN #1 18%,  69 secs]  8 threads:     9161842 ops,  138153 (avg:  130899) ops/sec, 12.58MB/sec (avg: 11.92MB/sec),  2.89 (avg:  3.05) msec latency
[RUN #1 19%,  70 secs]  8 threads:     9300878 ops,  138999 (avg:  131013) ops/sec, 12.65MB/sec (avg: 11.93MB/sec),  2.87 (avg:  3.05) msec latency
[RUN #1 19%,  71 secs]  8 threads:     9441526 ops,  140614 (avg:  131147) ops/sec, 12.80MB/sec (avg: 11.94MB/sec),  2.84 (avg:  3.04) msec latency
[RUN #1 19%,  72 secs]  8 threads:     9583886 ops,  142326 (avg:  131300) ops/sec, 12.96MB/sec (avg: 11.95MB/sec),  2.81 (avg:  3.04) msec latency
[RUN #1 19%,  73 secs]  8 threads:     9726915 ops,  142992 (avg:  131458) ops/sec, 13.02MB/sec (avg: 11.97MB/sec),  2.79 (avg:  3.04) msec latency
[RUN #1 20%,  74 secs]  8 threads:     9869485 ops,  142540 (avg:  131606) ops/sec, 12.98MB/sec (avg: 11.98MB/sec),  2.79 (avg:  3.03) msec latency
[RUN #1 20%,  75 secs]  8 threads:    10009934 ops,  140413 (avg:  131722) ops/sec, 12.78MB/sec (avg: 11.99MB/sec),  2.85 (avg:  3.03) msec latency
[RUN #1 20%,  76 secs]  8 threads:    10152075 ops,  142109 (avg:  131857) ops/sec, 12.94MB/sec (avg: 12.00MB/sec),  2.81 (avg:  3.03) msec latency
[RUN #1 21%,  77 secs]  8 threads:    10295259 ops,  143137 (avg:  132001) ops/sec, 13.03MB/sec (avg: 12.02MB/sec),  2.79 (avg:  3.03) msec latency
[RUN #1 21%,  78 secs]  8 threads:    10438719 ops,  143423 (avg:  132146) ops/sec, 13.06MB/sec (avg: 12.03MB/sec),  2.78 (avg:  3.02) msec latency
[RUN #1 21%,  79 secs]  8 threads:    10581601 ops,  142846 (avg:  132280) ops/sec, 13.01MB/sec (avg: 12.04MB/sec),  2.80 (avg:  3.02) msec latency
[RUN #1 21%,  80 secs]  8 threads:    10722263 ops,  140625 (avg:  132383) ops/sec, 12.80MB/sec (avg: 12.05MB/sec),  2.84 (avg:  3.02) msec latency
[RUN #1 22%,  81 secs]  8 threads:    10866314 ops,  144018 (avg:  132525) ops/sec, 13.11MB/sec (avg: 12.07MB/sec),  2.77 (avg:  3.01) msec latency
[RUN #1 22%,  82 secs]  8 threads:    11009832 ops,  143485 (avg:  132657) ops/sec, 13.06MB/sec (avg: 12.08MB/sec),  2.78 (avg:  3.01) msec latency
[RUN #1 22%,  83 secs]  8 threads:    11153214 ops,  143347 (avg:  132784) ops/sec, 13.05MB/sec (avg: 12.09MB/sec),  2.79 (avg:  3.01) msec latency
[RUN #1 23%,  84 secs]  8 threads:    11296506 ops,  143261 (avg:  132907) ops/sec, 13.04MB/sec (avg: 12.10MB/sec),  2.78 (avg:  3.00) msec latency
[RUN #1 23%,  85 secs]  8 threads:    11434051 ops,  137504 (avg:  132961) ops/sec, 12.52MB/sec (avg: 12.11MB/sec),  2.91 (avg:  3.00) msec latency
[RUN #1 23%,  86 secs]  8 threads:    11550567 ops,  116487 (avg:  132772) ops/sec, 10.61MB/sec (avg: 12.09MB/sec),  3.43 (avg:  3.01) msec latency
[RUN #1 23%,  87 secs]  8 threads:    11666588 ops,  115995 (avg:  132581) ops/sec, 10.56MB/sec (avg: 12.07MB/sec),  3.43 (avg:  3.01) msec latency
[RUN #1 24%,  88 secs]  8 threads:    11781363 ops,  114747 (avg:  132380) ops/sec, 10.45MB/sec (avg: 12.05MB/sec),  3.48 (avg:  3.02) msec latency
[RUN #1 24%,  89 secs]  8 threads:    11895714 ops,  114314 (avg:  132180) ops/sec, 10.41MB/sec (avg: 12.03MB/sec),  3.49 (avg:  3.02) msec latency
[RUN #1 24%,  90 secs]  8 threads:    12010862 ops,  115119 (avg:  131992) ops/sec, 10.48MB/sec (avg: 12.02MB/sec),  3.47 (avg:  3.03) msec latency
[RUN #1 24%,  91 secs]  8 threads:    12126017 ops,  115120 (avg:  131809) ops/sec, 10.48MB/sec (avg: 12.00MB/sec),  3.47 (avg:  3.03) msec latency
[RUN #1 24%,  92 secs]  8 threads:    12240866 ops,  114822 (avg:  131626) ops/sec, 10.45MB/sec (avg: 11.98MB/sec),  3.48 (avg:  3.03) msec latency
[RUN #1 25%,  93 secs]  8 threads:    12355943 ops,  115050 (avg:  131450) ops/sec, 10.47MB/sec (avg: 11.97MB/sec),  3.48 (avg:  3.04) msec latency
[RUN #1 25%,  95 secs]  8 threads:    12471929 ops,  115250 (avg:  131278) ops/sec, 10.49MB/sec (avg: 11.95MB/sec),  3.46 (avg:  3.04) msec latency
[RUN #1 25%,  96 secs]  8 threads:    12587578 ops,  115617 (avg:  131115) ops/sec, 10.53MB/sec (avg: 11.94MB/sec),  3.46 (avg:  3.05) msec latency
